ReplicaSet,Solution,Experiment,SmocId,RestoreDurationInSec,VmPeak,VmSize,VmHWM,VmRSS,VmData,DeltaMemoryUsageInKbFromTop
6,distributed,3,smoc2,67.054,4668,2264,9352,10280,7188,2439
6,distributed,3,smoc3,66.516,4896,4412,14880,16912,7392,2436
6,distributed,3,smoc4,67.307,232,6404,4244,10056,6936,2436
6,distributed,3,smoc5,66.602,4748,1608,15144,13516,8072,2436
6,distributed,3,smoc6,65.905,4548,1600,14352,13372,7992,2436
6,distributed,3,smoc7,27.240,5544,1028,6972,11208,6560,2436
6,distributed,4,smoc1,66.085,4684,4352,18120,19540,8304,2435
6,distributed,4,smoc2,67.235,2244,4852,6300,16148,8160,2438
6,distributed,4,smoc3,66.202,4680,1660,15720,15088,7684,2435
6,distributed,4,smoc4,66.695,4676,3132,11252,13916,7176,2439
6,distributed,4,smoc5,66.082,4568,4304,16164,18704,7356,2435
6,distributed,4,smoc6,67.137,4260,1792,11376,12248,7124,2435
6,distributed,4,smoc7,27.465,6760,2828,15068,17924,7668,2437
6,distributed,5,smoc1,67.822,4672,3000,18384,16404,7732,2435
6,distributed,5,smoc2,68.084,4676,4252,14568,16164,7252,2434
6,distributed,5,smoc3,67.48,2660,4208,13452,14828,7616,2433
6,distributed,5,smoc4,68.605,3720,4548,3816,16044,7692,2436
6,distributed,5,smoc5,68.119,3156,4296,3748,14052,6612,2436
6,distributed,5,smoc6,67.759,4644,2680,10192,12784,7732,2438
6,distributed,5,smoc7,27.589,6036,1028,15352,10464,5544,2435
6,distributed,6,smoc1,65.523,276,5324,4864,15580,8104,2437
6,distributed,6,smoc2,66.448,3516,2936,5800,9528,6484,2438
6,distributed,6,smoc3,66.006,0,4596,5596,10836,6804,2435
6,distributed,6,smoc4,65.806,4676,3908,17836,16272,7724,2435
6,distributed,6,smoc5,66.677,7560,3720,14776,8376,10184,2438
6,distributed,6,smoc6,66.64,2356,2932,7484,9876,6612,2435
6,distributed,6,smoc7,27.423,6764,120,7936,5128,4540,2438
6,distributed,7,smoc1,66.817,4148,4420,9204,15804,7564,2435
6,distributed,7,smoc2,67.065,5032,4640,1424,16164,8524,2439
6,distributed,7,smoc3,66.948,2948,4604,3716,13888,7748,2439
6,distributed,7,smoc4,66.244,2016,2924,2724,11824,7736,2437
6,distributed,7,smoc5,65.776,1144,4068,5724,12940,7508,2431
