ReplicaSet,Solution,Experiment,SmocId,RestoreDurationInSec,VmPeak,VmSize,VmHWM,VmRSS,VmData,DeltaMemoryUsageInKbFromTop
4,centralized,1,smoc2,46.373,-522338612, -529160116, 242791596, 229740648, 376443648,2436
4,centralized,1,smoc3,46.227,-517718192, -524532212, 237699940, 225805224, 373636320,2434
4,centralized,1,smoc4,46.229,-621350484, -627799228, 230229080, 219546924, 364495940,2435
4,centralized,1,smoc5,20.177,5005168, 4996612, 327100, 311308, 501008,2440
4,centralized,2,smoc1,40.316,-795837392, -801781364, 221574236, 209435032, 345280676,2434
4,centralized,2,smoc2,40.265,-281014160, -284704348, 244785704, 239621388, 397041092,2438
4,centralized,2,smoc3,40.454,-637643912, -643813576, 231006956, 217815684, 361302952,2435
4,centralized,2,smoc4,40.421,-480383644, -487082256, 242488320, 230894760, 377204664,2434
4,centralized,2,smoc5,20.721,5006356, 5001656, 325688, 320696, 503524,2440
4,centralized,3,smoc1,40.528,-347787852, -354548472, 250317040, 236631404, 395286112,2436
4,centralized,3,smoc2,40.342,-395399344, -403033844, 248885076, 233331000, 387439868,2435
4,centralized,3,smoc3,40.219,-503469168, -511276136, 243813784, 227118332, 379920772,2437
4,centralized,3,smoc4,40.01,-930168084, -935951060, 212367616, 199788476, 332469804,2435
4,centralized,3,smoc5,19.589,4998764, 4995000, 315564, 307940, 496120,2438
4,centralized,4,smoc1,41.893,-594956320, -602612908, 235282460, 221661052, 369205260,2436
4,centralized,4,smoc2,41.803,-368077012, -376180568, 251615068, 237411436, 393660288,2437
4,centralized,4,smoc3,41.467,-900676520, -907346048, 213549780, 203155712, 340322064,2437
4,centralized,4,smoc4,42.141,-298562368, -305475188, 257620752, 242343460, 404384156,2439
4,centralized,4,smoc5,20.200,5004704, 5000196, 316168, 307064, 499604,2439
4,centralized,5,smoc1,40.879,-540108152, -546758372, 236592256, 222614292, 371519192,2435
4,centralized,5,smoc2,40.905,-564271732, -571811600, 238479064, 225358584, 373380380,2436
4,centralized,5,smoc3,40.678,-461720104, -468584144, 241702732, 230888776, 382195404,2436
4,centralized,5,smoc4,40.967,-612564340, -619162268, 233422560, 218900628, 366226588,2435
4,centralized,5,smoc5,19.704,5008620, 5000620, 330560, 314636, 504432,2440
4,centralized,6,smoc1,40.055,-529404708, -536129332, 240384488, 226720020, 375336200,2435
4,centralized,6,smoc2,40.223,-580144192, -587529148, 237326748, 226652856, 370655912,2436
4,centralized,6,smoc3,40.834,-483140872, -489870564, 245869872, 234207840, 387390996,2441
4,centralized,6,smoc4,40.748,-565316604, -572172120, 238081484, 227004904, 379255808,2441
4,centralized,6,smoc5,19.587,4992812, 4988812, 309776, 299384, 490156,2436
4,centralized,7,smoc1,41.24,-412586580, -421545308, 246196024, 231544720, 389235016,2437
4,centralized,7,smoc2,40.385,-804130708, -812021936, 221647636, 209678812, 348723948,2436
4,centralized,7,smoc3,40.946,-324527884, -331744500, 257299088, 243447568, 404952020,2442
4,centralized,7,smoc4,41.091,-616824296, -624137032, 235545164, 222704228, 368501932,2437
4,centralized,7,smoc5,19.491,5003328, 4999288, 319432, 311684, 501928,2441
4,centralized,8,smoc1,42.815,-401543340, -408378196, 246863444, 233681080, 388311244,2436
4,centralized,8,smoc2,42.857,-592414820, -599405252, 234318584, 223910388, 366013196,2436
4,centralized,8,smoc3,42.13,-756190372, -762878820, 225505696, 212113784, 350318176,2435
4,centralized,8,smoc4,40.876,-431372412, -438955888, 247099192, 232407708, 385118468,2435
4,centralized,8,smoc5,20.754,4997216, 4992236, 313320, 297448, 495120,2438
4,centralized,9,smoc1,41.787,-595007320, -602778912, 234553152, 220269220, 369007228,2436
4,centralized,9,smoc2,42.082,-685018660, -691525216, 229449032, 216323216, 361693004,2437
4,centralized,9,smoc3,41.967,-260770552, -268921052, 257291972, 243773992, 400447304,2435
4,centralized,9,smoc4,41.954,-636856272, -643143976, 232332980, 219906616, 362450956,2434
4,centralized,9,smoc5,20.004,4995164, 4991324, 311856, 299156, 493356,2437
4,centralized,10,smoc1,39.891,-499470468, -506254940, 240764364, 227506052, 378068936,2436
4,centralized,10,smoc2,39.465,-627251408, -634060388, 230689456, 218337372, 364316060,2435
4,centralized,10,smoc3,40.109,-762484860, -768285104, 222545528, 210930956, 351338232,2437
4,centralized,10,smoc4,40.662,-291836292, -298946852, 256669744, 242501164, 397104696,2437
4,centralized,10,smoc5,18.835,5001572, 4997524, 315668, 310032, 496824,2438
