ReplicaSet,Solution,Experiment,SmocId,RestoreDurationInSec,VmPeak,VmSize,VmHWM,VmRSS,VmData,DeltaMemoryUsageInKbFromTop
4,centralized,4,smoc1,43.714,-484248.0693962526, -488719.1866759195, 157120.6856349757, 149825.88757807077, 246439.58362248438,2434
4,centralized,4,smoc2,43.43,-437068.31737346103, -442403.16005471954, 160885.1025991792, 150887.5978112175, 250086.92476060192,2437
4,centralized,4,smoc3,43.508,-355435.64361702127, -359756.93617021275, 158382.29787234042, 150145.5345744681, 250665.55585106384,2437
4,centralized,4,smoc4,43.216,-192005.04696305573, -196978.43456480902, 159629.29242329366, 150950.05635566686, 247036.4959298685,2434
4,centralized,4,smoc5,21.416,2496980.0, 2494674.0, 154798.0, 147978.0, 245916.0,2436
4,centralized,5,smoc1,44.632,-306950.86910994764, -311431.3481675393, 161912.12565445027, 151405.24345549737, 253957.96858638743,2440
4,centralized,5,smoc2,44.473,-332399.21635883907, -337565.99472295516, 160841.16886543535, 151213.58047493405, 250013.37467018468,2436
4,centralized,5,smoc3,44.477,-307247.40837696334, -311925.79057591624, 160464.99214659687, 150987.1937172775, 253584.01308900522,2440
4,centralized,5,smoc4,43.496,-498356.8491620112, -503375.4664804469, 158783.35474860336, 151696.16759776536, 250519.6340782123,2437
4,centralized,5,smoc5,21.462,2499784.0, 2497500.0, 158756.0, 152652.0, 248230.0,2438
4,centralized,6,smoc1,44.501,-424834.59128065396, -429161.8801089918, 162622.3514986376, 150371.46321525885, 251200.17983651225,2438
4,centralized,6,smoc2,44.268,-479062.5399028452, -484589.04094378906, 158658.09021512838, 149872.66065232476, 250731.89729354615,2437
4,centralized,6,smoc3,44.431,-509964.11220196355, -514074.1683029453, 160631.99158485275, 150451.04067321177, 252310.4824684432,2439
4,centralized,6,smoc4,44.465,-74375.50389454763, -78760.06950269622, 156620.33313361293, 150648.6375074895, 249284.05032953864,2436
4,centralized,6,smoc5,20.359,2495978.0, 2493954.0, 155300.0, 149824.0, 245566.0,2436
4,centralized,7,smoc1,44.841,-281542.8386260531, -286011.1600777706, 158571.96889176927, 148954.86195722618, 252382.61827608556,2438
4,centralized,7,smoc2,44.585,-240890.55009572432, -245813.26356094447, 159974.47096362477, 150321.3069559668, 250006.43522654753,2436
4,centralized,7,smoc3,44.233,-468707.82308223913, -474158.8610919143, 159657.4623358673, 150444.26814098135, 248523.7208016586,2435
4,centralized,7,smoc4,42.968,-469085.43192812713, -473784.28749136144, 159157.14996544574, 149748.3593642018, 248922.1423635107,2435
4,centralized,7,smoc5,22.491,2496052.0, 2494022.0, 152956.0, 147234.0, 245020.0,2435
4,centralized,8,smoc1,43.76,-457799.2649690296, -461967.6503785272, 155621.0240880936, 147194.882312457, 248693.99036476255,2435
4,centralized,8,smoc2,43.077,-327088.6978275181, -332328.913759052, 160061.6194865043, 149755.04937458853, 249725.66688610928,2436
4,centralized,8,smoc3,42.079,-325368.4651773982, -330080.54664914584, 158469.27989487516, 149541.43758212877, 246488.22339027596,2433
4,centralized,8,smoc4,43.579,-341787.27417218545, -346271.25298013247, 161548.44503311257, 149889.54966887418, 253071.53642384105,2439
4,centralized,8,smoc5,20.288,2498100.0, 2498154.0, 158090.0, 154350.0, 249550.0,2439
4,centralized,9,smoc1,41.062,-324505.3061760841, -328994.123521682, 157096.51248357425, 148488.34691195795, 247494.10512483574,2436
4,centralized,9,smoc2,41.02,-427740.4659400545, -431994.6348773842, 158524.77384196184, 150165.4059945504, 248270.63760217984,2436
4,centralized,9,smoc3,41.342,-451936.9752747253, -456552.13186813187, 157888.96978021978, 149800.11813186813, 247578.4642857143,2435
4,centralized,9,smoc4,41.197,-259447.6456996149, -263955.6251604621, 159093.40436456996, 150930.37483953786, 247266.30038510912,2435
4,centralized,9,smoc5,22.154,2496636.0, 2494610.0, 156740.0, 149562.0, 246126.0,2436
4,centralized,10,smoc1,43.336,-448406.771978022, -452752.8324175824, 159263.49175824175, 150469.47252747254, 251754.51373626373,2438
4,centralized,10,smoc2,42.054,-469179.95300621976, -473884.7767795439, 161020.34830684174, 149087.9778852799, 248867.18451969593,2436
4,centralized,10,smoc3,43.087,-413907.381275441, -418914.09769335145, 159598.47218453189, 150693.5630936228, 249706.868385346,2436
4,centralized,10,smoc4,41.439,-139932.2286416718, -145381.06453595575, 159563.7467732022, 149628.45728334357, 249137.58574062694,2435
4,centralized,10,smoc5,20.773,2497254.0, 2495042.0, 155216.0, 149694.0, 246458.0,2436
