ReplicaSet,Solution,Experiment,SmocId,RestoreDurationInSec,VmPeak,VmSize,VmHWM,VmRSS,VmData,DeltaMemoryUsageInKbFromTop,ObjectSize
10,centralized,2,smoc6,24.257,9052,9492,71660,93280,51364,3559,86400
10,centralized,2,smoc7,24.42,13080,10480,104568,106344,59168,3534,86400
10,centralized,2,smoc8,23.56,13500,10980,82280,87200,48008,3552,86400
10,centralized,2,smoc9,23.063,13880,11912,64588,64208,57476,3532,86400
10,centralized,2,smoc10,23.518,13916,8624,64748,66964,57880,3553,86400
10,centralized,2,smoc11,5.345,7252,6628,71700,72356,55368,3539,86400
10,centralized,3,smoc1,24.244,7176,10420,85780,94784,53416,3540,86400
10,centralized,3,smoc2,24.652,12320,8464,44588,50236,40360,3534,86400
10,centralized,3,smoc3,26.434,9912,9208,88128,96324,44132,3553,86400
10,centralized,3,smoc4,23.966,11372,8888,95020,116364,59856,3556,86400
10,centralized,3,smoc5,23.473,8132,11944,72252,85304,55232,3552,86400
10,centralized,3,smoc6,25.295,12424,10492,70360,79548,55124,3540,86400
10,centralized,3,smoc7,24.318,10688,7316,84608,97912,53812,3552,86400
10,centralized,3,smoc8,24.395,7176,11804,58728,82476,74792,3548,86400
10,centralized,3,smoc9,23.998,12484,9668,78644,89844,52200,3542,86400
10,centralized,3,smoc10,24.349,12040,7596,106276,109000,56556,3535,86400
10,centralized,3,smoc11,4.844,1588,532,48540,46032,57500,3554,86400
10,centralized,4,smoc1,25.774,8220,9012,95524,118640,60260,3558,86400
10,centralized,4,smoc2,26.651,12384,7596,72728,77660,68820,3553,86400
10,centralized,4,smoc3,27.437,9164,8576,80856,106132,50568,3560,86400
10,centralized,4,smoc4,27.0,13684,9828,106456,112656,52432,3534,86400
10,centralized,4,smoc5,25.949,7576,10432,119640,152344,78900,3559,86400
10,centralized,4,smoc6,26.199,12988,8316,106048,114648,61556,3552,86400
10,centralized,4,smoc7,25.373,6300,7096,99736,110572,88148,3534,86400
10,centralized,4,smoc8,25.748,6116,10420,76200,89632,50180,3541,86400
10,centralized,4,smoc9,25.019,14160,12812,53064,59164,51824,3534,86400
10,centralized,4,smoc10,25.888,13696,6796,65124,84272,49452,3556,86400
10,centralized,4,smoc11,4.789,11680,12368,109916,111072,87180,3542,86400
10,centralized,5,smoc1,24.855,13916,8624,74776,79940,43932,3533,86400
10,centralized,5,smoc2,24.793,9068,11524,70356,76784,62756,3535,86400
10,centralized,5,smoc3,25.411,8772,9776,140948,149240,83712,3538,86400
10,centralized,5,smoc4,26.273,13916,8624,53012,63808,50596,3542,86400
10,centralized,5,smoc5,24.499,10764,10804,63052,89216,47964,3555,86400
10,centralized,5,smoc6,24.107,12428,10520,78292,87384,47044,3537,86400
10,centralized,5,smoc7,24.953,7836,10172,18816,50376,39744,3562,86400
10,centralized,5,smoc8,25.228,7512,8984,62896,82332,50124,3558,86400
10,centralized,5,smoc9,24.653,10252,8140,92284,94552,56992,3537,86400
10,centralized,5,smoc10,22.766,10440,9700,55628,60928,55052,3538,86400
10,centralized,5,smoc11,5.128,13284,22148,69524,76996,96528,3545,86400
10,centralized,6,smoc1,23.883,12976,8344,111196,111964,58004,3535,86400
10,centralized,6,smoc2,24.676,9016,12232,114404,123556,60728,3536,86400
10,centralized,6,smoc3,22.943,7808,10764,45344,71024,42424,3557,86400
10,centralized,6,smoc4,26.107,12204,9272,75472,82688,49072,3540,86400
10,centralized,6,smoc5,25.128,12968,8344,77212,84140,51108,3555,86400
10,centralized,6,smoc6,24.283,5392,7928,86512,97196,61640,3550,86400
10,centralized,6,smoc7,23.979,9588,10668,101084,111348,52784,3534,86400
10,centralized,6,smoc8,24.397,10836,7316,123640,124264,72964,3532,86400
10,centralized,6,smoc9,23.548,6036,9192,112328,131728,65076,3541,86400
10,centralized,6,smoc10,24.28,14600,10280,68280,71984,62148,3532,86400
10,centralized,6,smoc11,5.026,0,368,80300,78524,67396,3540,86400
10,centralized,7,smoc1,25.575,8296,9012,57600,67792,57272,3557,86400
10,centralized,7,smoc2,24.4,11212,9032,68992,85516,46532,3553,86400
10,centralized,7,smoc3,24.57,13000,12600,62544,88680,50832,3559,86400
10,centralized,7,smoc4,22.402,8432,9560,115920,123900,69680,3535,86400
10,centralized,7,smoc5,23.036,12868,10116,88348,93688,55984,3535,86400
10,centralized,7,smoc6,22.475,15384,10580,84004,87808,51048,3533,86400
10,centralized,7,smoc7,23.105,13500,8576,78316,85048,44816,3533,86400
10,centralized,7,smoc8,24.62,12660,8004,80824,85480,69156,3540,86400
10,centralized,7,smoc9,22.719,15436,10376,76320,77980,48992,3532,86400
10,centralized,7,smoc10,22.932,15380,12828,76268,83472,47584,3539,86400
10,centralized,7,smoc11,5.569,9700,5140,56344,58752,69000,3537,86400
10,centralized,8,smoc1,23.72,12812,10972,57640,57196,48012,3534,86400
10,centralized,8,smoc2,24.296,7280,7912,65368,82884,45324,3548,86400
10,centralized,8,smoc3,24.693,7892,5892,73284,87248,47756,3554,86400
10,centralized,8,smoc4,24.563,8760,9628,83956,87956,50624,3533,86400
10,centralized,8,smoc5,25.283,12644,9140,122288,129944,81832,3551,86400
10,centralized,8,smoc6,23.959,7652,8796,71528,81360,61656,3556,86400
10,centralized,8,smoc7,22.873,10288,10832,98720,101604,55988,3534,86400
10,centralized,8,smoc8,24.011,12700,10284,68372,70788,59444,3534,86400
10,centralized,8,smoc9,25.977,2220,11944,71840,93448,55868,3555,86400
10,centralized,8,smoc10,24.144,11816,11488,64184,86264,42204,3556,86400
10,centralized,8,smoc11,5.054,13120,11696,107976,107600,85692,3543,86400
10,centralized,9,smoc1,23.835,1596,7220,115652,134256,69460,3549,86400
10,centralized,9,smoc2,23.179,13480,12784,128984,131824,79104,3538,86400
10,centralized,9,smoc3,22.899,12872,9180,92048,93128,61424,3535,86400
10,centralized,9,smoc4,23.434,15316,8992,105988,106156,62680,3536,86400
10,centralized,9,smoc5,23.847,8072,7316,87264,95936,50792,3535,86400
10,centralized,9,smoc6,23.563,9524,9692,78672,84788,55596,3537,86400
10,centralized,9,smoc7,22.963,7832,5892,91696,112056,60068,3555,86400
10,centralized,9,smoc8,23.33,8096,5664,88720,94864,45356,3535,86400
10,centralized,9,smoc9,24.93,6840,5660,96640,108976,50748,3552,86400
10,centralized,9,smoc10,23.186,9940,7828,97452,100756,53268,3532,86400
10,centralized,9,smoc11,6.008,12532,11996,56536,59960,85452,3546,86400
10,centralized,10,smoc1,23.988,10036,10548,89944,94940,59964,3535,86400
10,centralized,10,smoc2,24.529,12660,7368,122908,125356,68852,3550,86400
10,centralized,10,smoc3,23.779,11676,9080,87580,91168,58516,3536,86400
10,centralized,10,smoc4,23.544,11924,10404,68196,70004,53148,3530,86400
10,centralized,10,smoc5,24.897,5776,6836,91976,120548,60472,3556,86400
10,centralized,10,smoc6,24.438,8732,13440,22392,48928,42868,3555,86400
10,centralized,10,smoc7,23.702,5424,8892,95764,115540,71312,3553,86400
10,centralized,10,smoc8,25.038,13268,10172,59356,66120,51456,3534,86400
10,centralized,10,smoc9,24.722,13040,10172,103936,108792,60740,3536,86400
10,centralized,10,smoc10,24.091,9440,7596,57700,65328,52192,3534,86400
10,centralized,10,smoc11,4.527,10356,9700,48104,52716,67984,3538,86400
10,distributed,1,smoc1,36.028,7144,10368,169604,199700,145624,3553,94400
10,distributed,1,smoc2,39.282,11132,12220,267316,279856,242892,3539,94400
10,distributed,1,smoc3,35.323,7884,7476,193892,213480,158632,3557,94400
10,distributed,1,smoc4,37.723,7284,9576,156668,185204,136652,3558,94400
10,distributed,1,smoc5,37.885,11424,11628,208832,229112,165680,3554,94400
10,distributed,1,smoc6,37.799,5172,6168,243672,257532,206696,3538,94400
10,distributed,1,smoc7,36.02,13684,13204,140032,150028,147248,3537,94400
10,distributed,1,smoc8,36.65,9880,9324,222224,227684,175112,3535,94400
10,distributed,1,smoc9,36.907,13500,11532,136140,146036,110692,3556,94400
10,distributed,1,smoc10,36.126,7568,10084,187972,222096,169204,3556,94400
10,distributed,1,smoc11,7.118,23392,15112,123404,119624,127904,3545,94400
10,distributed,2,smoc1,33.274,13248,11628,49988,53236,45988,3556,94400
10,distributed,2,smoc2,32.094,8936,7548,96580,103548,51532,3535,94400
10,distributed,2,smoc3,30.835,11052,10064,18332,36396,32624,3553,94400
10,distributed,2,smoc4,31.33,9332,8704,82236,85468,52076,3540,94400
10,distributed,2,smoc5,33.194,11184,8708,96896,100380,61260,3556,94400
10,distributed,2,smoc6,32.096,8908,9848,80960,88900,79720,3535,94400
10,distributed,2,smoc7,32.461,4572,6584,66648,84540,49396,3547,94400
10,distributed,2,smoc8,30.394,8628,8012,90204,99568,51572,3529,94400
10,distributed,2,smoc9,31.338,7628,9144,98952,104408,61668,3532,94400
10,distributed,2,smoc10,31.261,10876,10180,79456,87680,51892,3549,94400
10,distributed,2,smoc11,7.296,11660,18464,72308,79440,70512,3553,94400
10,distributed,3,smoc1,26.765,5236,5660,74108,85484,50444,3546,94400
10,distributed,3,smoc2,26.47,13500,11164,81776,84720,49920,3533,94400
10,distributed,3,smoc3,26.78,7736,6368,39592,61372,45992,3557,94400
10,distributed,3,smoc4,26.507,6288,10404,90860,99152,48092,3532,94400
10,distributed,3,smoc5,26.6,8956,7716,84844,92480,49476,3535,94400
10,distributed,3,smoc6,26.373,9164,11340,87124,94688,46824,3536,94400
10,distributed,3,smoc7,27.04,8160,7364,84832,98860,49376,3552,94400
10,distributed,3,smoc8,27.71,5772,7364,94372,107752,50204,3552,94400
10,distributed,3,smoc9,27.01,8852,9152,82224,86880,55480,3534,94400
10,distributed,3,smoc10,27.17,16512,13624,83028,88212,55580,3537,94400
10,distributed,3,smoc11,6.523,5684,2216,136804,135552,120036,3537,94400
10,distributed,4,smoc1,25.747,9180,10040,51256,55624,39356,3542,94400
10,distributed,4,smoc2,23.849,14840,9360,97516,96808,51540,3532,94400
10,distributed,4,smoc3,26.039,13500,10812,92840,96684,45084,3537,94400
10,distributed,4,smoc4,25.462,7444,5892,96784,104708,54612,3539,94400
10,distributed,4,smoc5,25.592,13452,8624,134492,134980,61328,3532,94400
10,distributed,4,smoc6,25.028,13672,10804,129052,135088,81700,3557,94400
10,distributed,4,smoc7,26.108,8408,11944,91064,99476,55372,3539,94400
10,distributed,4,smoc8,26.49,11784,8392,93516,96764,64200,3554,94400
10,distributed,4,smoc9,25.001,10436,10144,42168,55076,55980,3538,94400
10,distributed,4,smoc10,25.516,10916,9740,93140,105336,55300,3542,94400
10,distributed,4,smoc11,6.101,11004,2940,32984,29992,45556,3550,94400
10,distributed,5,smoc1,25.043,14716,14468,102392,105832,64656,3532,94400
10,distributed,5,smoc2,24.213,8036,9788,62544,86884,47908,3557,94400
10,distributed,5,smoc3,23.934,6736,9784,56628,65140,55284,3531,94400
10,distributed,5,smoc4,26.008,10592,10552,80104,85848,52288,3530,94400
10,distributed,5,smoc5,23.894,8824,9276,77044,84268,45448,3532,94400
10,distributed,5,smoc6,24.676,12736,8240,131484,133336,65576,3533,94400
10,distributed,5,smoc7,24.984,14244,13432,81188,86012,49032,3531,94400
10,distributed,5,smoc8,25.768,12736,8316,81548,82624,67136,3537,94400
10,distributed,5,smoc9,23.601,8356,10272,113632,119980,63108,3535,94400
10,distributed,5,smoc10,24.546,9364,9228,80204,88248,47468,3534,94400
10,distributed,5,smoc11,6.674,12772,7768,58756,55372,57760,3544,94400
10,distributed,6,smoc1,24.923,13684,8392,70412,69152,65920,3536,94400
10,distributed,6,smoc2,25.644,9792,6920,98568,109636,64932,3557,94400
10,distributed,6,smoc3,26.954,7168,11944,116460,128544,64124,3558,94400
10,distributed,6,smoc4,24.657,9100,7084,22856,54196,37976,3555,94400
10,distributed,6,smoc5,25.329,6888,9012,71780,79812,51416,3538,94400
10,distributed,6,smoc6,25.934,9004,9544,120692,135032,71016,3551,94400
10,distributed,6,smoc7,26.098,12876,13204,85184,91960,51344,3554,94400
10,distributed,6,smoc8,24.096,12164,8316,88532,92824,52004,3533,94400
10,distributed,6,smoc9,25.384,13424,10312,84648,88156,47116,3535,94400
10,distributed,6,smoc10,25.764,12568,8904,81828,90216,59036,3553,94400
10,distributed,6,smoc11,6.906,7448,8284,140524,147352,168944,3558,94400
10,distributed,7,smoc1,24.3,12232,8416,69176,78056,45000,3535,94400
10,distributed,7,smoc2,23.928,12212,8056,74540,77176,65152,3530,94400
10,distributed,7,smoc3,22.51,12680,11944,71852,76640,46324,3533,94400
10,distributed,7,smoc4,24.326,10508,8968,83552,88976,54260,3554,94400
10,distributed,7,smoc5,23.696,7112,9552,88484,94324,73956,3535,94400
10,distributed,7,smoc6,25.479,1600,8908,37540,65168,50968,3561,94400
10,distributed,7,smoc7,22.564,7400,10716,41804,75980,57288,3560,94400
10,distributed,7,smoc8,24.056,11944,10300,81372,102040,52688,3557,94400
10,distributed,7,smoc9,23.468,8568,7316,79016,85712,52476,3532,94400
10,distributed,7,smoc10,24.581,5952,5768,115108,125368,76336,3554,94400
10,distributed,7,smoc11,6.273,6944,2504,71036,67660,54268,3545,94400
10,distributed,8,smoc1,24.7,6800,7936,64124,83600,55820,3556,94400
10,distributed,8,smoc2,24.216,11956,7316,109336,117508,59652,3539,94400
10,distributed,8,smoc3,24.826,8712,9168,82164,90016,50852,3535,94400
10,distributed,8,smoc5,25.236,8588,7928,73268,84468,64088,3553,94400
10,distributed,8,smoc6,24.576,12604,10564,81196,94972,47304,3554,94400
10,distributed,8,smoc7,25.028,12168,9672,89036,95424,48472,3535,94400
10,distributed,8,smoc8,25.4,7360,10636,74316,95820,50700,3556,94400
10,distributed,8,smoc9,25.494,7124,9776,76844,87664,53792,3557,94400
10,distributed,8,smoc10,25.147,8432,7596,112728,126660,67264,3554,94400
10,distributed,8,smoc11,7.913,17752,14712,75064,73668,85448,3549,94400
10,distributed,9,smoc1,21.915,5124,8344,82700,119156,61464,3557,94400
10,distributed,9,smoc2,22.406,12904,8504,83048,89800,50464,3534,94400
10,distributed,9,smoc3,22.173,6952,9556,85524,91560,51140,3532,94400
10,distributed,9,smoc4,24.039,15336,13464,126088,130048,70588,3531,94400
10,distributed,9,smoc5,22.6,13916,13204,49328,51728,44080,3557,94400
10,distributed,9,smoc6,24.479,6468,7708,29612,53700,45156,3560,94400
10,distributed,9,smoc7,22.628,12088,6920,108328,118172,62380,3541,94400
10,distributed,9,smoc8,23.866,10612,9760,54108,79564,50616,3558,94400
10,distributed,9,smoc9,22.921,13732,8576,81416,82280,68832,3533,94400
10,distributed,9,smoc10,22.054,8116,8936,77268,99192,55376,3556,94400
10,distributed,9,smoc11,5.998,15608,18540,86932,85072,72712,3552,94400
10,distributed,10,smoc1,24.012,12228,12804,102380,106920,53004,3556,94400
10,distributed,10,smoc2,24.057,13684,8372,69676,82864,61632,3538,94400
10,distributed,10,smoc3,22.858,11548,8544,75484,82288,73564,3533,94400
10,distributed,10,smoc4,24.037,12876,10028,61708,71684,60444,3557,94400
10,distributed,10,smoc5,24.331,15592,12184,88668,96360,53464,3541,94400
10,distributed,10,smoc6,23.589,6132,5972,87112,96436,81472,3555,94400
10,distributed,10,smoc7,22.835,12468,8808,78512,92740,48268,3537,94400
10,distributed,10,smoc8,24.361,4960,7204,94636,114464,69600,3556,94400
10,distributed,10,smoc9,24.49,13332,8392,79140,85964,49744,3552,94400
10,distributed,10,smoc10,24.433,12148,10080,96712,103796,52588,3555,94400
10,distributed,10,smoc11,6.507,11460,6560,58480,58952,103036,3536,94400
10,conventional,1,smoc1,28.517,12756,12896,142236,140344,91212,3538,230400
10,conventional,1,smoc2,27.342,7596,9028,117548,139856,79332,3557,230400
10,conventional,1,smoc3,26.893,13244,10040,64052,74816,67020,3540,230400
10,conventional,1,smoc4,26.755,12324,11184,127980,132928,78048,3536,230400
10,conventional,1,smoc5,26.234,1484,7716,135228,149952,94212,3550,230400
10,conventional,1,smoc6,27.834,15500,12600,206432,203056,140024,3538,230400
10,conventional,1,smoc7,28.336,13684,8624,125936,136660,82436,3554,230400
10,conventional,1,smoc8,26.947,16736,11028,158652,158352,98512,3538,230400
10,conventional,1,smoc9,27.643,13436,8624,151284,157616,99076,3550,230400
10,conventional,1,smoc10,26.792,10368,8236,123140,123820,75140,3537,230400
10,conventional,1,smoc11,6.337,7136,8668,116584,124016,136192,3547,230400
10,conventional,2,smoc1,24.085,11716,8812,76172,81676,77016,3558,230400
10,conventional,2,smoc2,23.61,12008,10464,99224,104332,51996,3534,230400
10,conventional,2,smoc3,22.315,11244,8472,63512,74152,60460,3534,230400
10,conventional,2,smoc4,23.808,3280,8208,82160,100336,51092,3546,230400
10,conventional,2,smoc5,22.91,24700,22568,72008,76548,67416,3542,230400
10,conventional,2,smoc6,23.448,12484,8884,131784,133580,74772,3532,230400
10,conventional,2,smoc7,23.408,11068,8448,99900,126036,62888,3559,230400
10,conventional,2,smoc8,23.025,6672,7428,106196,112428,58552,3533,230400
10,conventional,2,smoc9,22.525,13732,11628,115128,117976,69128,3532,230400
10,conventional,2,smoc10,23.783,11772,11544,91112,102816,62336,3536,230400
10,conventional,2,smoc11,5.732,9720,5520,66196,62944,49248,3555,230400
10,conventional,3,smoc1,23.338,12948,11856,84652,96288,47668,3558,230400
10,conventional,3,smoc2,23.726,10908,12036,69144,72312,63380,3539,230400
10,conventional,3,smoc3,23.159,11088,9320,99628,114936,70908,3551,230400
10,conventional,3,smoc4,23.798,13576,10940,177540,181368,102320,3556,230400
10,conventional,3,smoc5,23.524,12428,10600,84792,90376,52724,3536,230400
10,conventional,3,smoc6,24.035,7756,9752,76152,84168,65236,3541,230400
10,conventional,3,smoc7,23.645,13684,11080,92200,100812,53788,3536,230400
10,conventional,3,smoc8,24.568,9056,9876,93304,117756,57952,3560,230400
10,conventional,3,smoc9,21.571,8328,5652,84736,91468,48376,3534,230400
10,conventional,3,smoc10,23.904,11056,11012,101920,118812,60464,3556,230400
10,conventional,3,smoc11,5.202,6016,724,44280,40500,62308,3540,230400
10,conventional,4,smoc1,24.261,13268,12804,92024,97032,52420,3537,230400
10,conventional,4,smoc2,22.485,9312,11600,60480,89176,47156,3555,230400
10,conventional,4,smoc3,24.115,7600,7856,124332,129904,82616,3552,230400
10,conventional,4,smoc4,23.677,3112,9464,69988,89040,53940,3553,230400
10,conventional,4,smoc5,23.299,12640,12520,51792,60420,45528,3535,230400
10,conventional,4,smoc6,22.952,8804,8796,79644,84228,50936,3538,230400
10,conventional,4,smoc7,21.994,13684,8624,108396,107888,59668,3533,230400
10,conventional,4,smoc8,24.377,13684,8392,92924,96448,59312,3554,230400
10,conventional,4,smoc9,22.854,8740,7820,51400,68052,54732,3555,230400
10,conventional,4,smoc10,22.797,15732,12000,70060,74348,61288,3539,230400
10,conventional,4,smoc11,4.992,5312,432,59956,57840,68412,3534,230400
10,conventional,5,smoc1,27.268,10856,10448,89640,94904,59404,3537,230400
10,conventional,5,smoc2,27.66,12932,10876,41648,45884,49332,3537,230400
10,conventional,5,smoc3,28.786,5716,9144,85928,102272,56720,3543,230400
10,conventional,5,smoc4,26.98,13412,9848,68548,76996,54376,3541,230400
10,conventional,5,smoc5,27.551,7572,10384,76968,103332,62552,3560,230400
10,conventional,5,smoc6,27.69,628,13164,46932,78680,45524,3560,230400
10,conventional,5,smoc7,27.654,11412,10872,22364,47336,44468,3559,230400
10,conventional,5,smoc8,28.269,12396,10016,66716,73408,68840,3547,230400
10,conventional,5,smoc9,26.914,13452,8132,50880,63132,53148,3554,230400
10,conventional,5,smoc10,28.223,10328,10332,61136,71268,70320,3544,230400
10,conventional,5,smoc11,5.520,3040,948,70384,68104,43580,3534,230400
10,conventional,6,smoc1,24.238,8996,7316,74332,84060,47292,3543,230400
10,conventional,6,smoc2,23.998,13220,10056,73332,78248,66208,3532,230400
10,conventional,6,smoc3,24.038,11672,8708,59256,89992,54020,3563,230400
10,conventional,6,smoc4,25.066,8892,8796,141804,160460,79768,3561,230400
10,conventional,6,smoc5,23.952,8652,7420,93316,100016,57736,3561,230400
10,conventional,6,smoc6,23.955,14008,11944,98084,96124,56828,3539,230400
10,conventional,6,smoc7,24.133,17012,11876,87360,89756,55204,3533,230400
10,conventional,6,smoc8,23.343,15392,13772,91132,92752,61704,3534,230400
10,conventional,6,smoc9,24.251,13452,11696,82516,91888,52984,3554,230400
10,conventional,6,smoc10,23.954,9308,9572,66624,72776,62948,3533,230400
10,conventional,6,smoc11,5.646,6948,6780,45168,44712,32296,3536,230400
10,conventional,7,smoc1,23.648,16932,11204,108808,105412,60276,3539,230400
10,conventional,7,smoc2,23.653,12344,8580,72924,99328,52276,3555,230400
10,conventional,7,smoc3,22.788,9972,9388,66764,90240,51744,3555,230400
10,conventional,7,smoc4,24.017,10916,10580,38156,67788,52760,3559,230400
10,conventional,7,smoc5,24.333,13240,8084,92840,99856,85416,3549,230400
10,conventional,7,smoc6,23.738,7840,9464,122244,131212,74408,3553,230400
10,conventional,7,smoc7,24.282,7452,5428,64056,74756,57356,3542,230400
10,conventional,7,smoc8,22.825,17416,11716,101852,100644,56364,3537,230400
10,conventional,7,smoc9,24.589,7968,10964,88440,123280,61752,3556,230400
10,conventional,7,smoc10,23.745,15428,11868,87308,89800,47580,3539,230400
10,conventional,7,smoc11,5.473,23908,18296,94840,86540,109348,3547,230400
10,conventional,8,smoc1,24.845,13684,8652,89076,87008,46664,3533,230400
10,conventional,8,smoc2,24.737,12236,9536,71836,83788,70552,3551,230400
10,conventional,8,smoc3,24.368,14040,10840,91252,92844,57548,3537,230400
10,conventional,8,smoc4,23.523,9084,7708,66620,87112,44836,3551,230400
10,conventional,8,smoc5,23.764,9360,5972,94340,122172,53588,3560,230400
10,conventional,8,smoc6,24.128,14504,12896,59232,67216,57756,3548,230400
10,conventional,8,smoc7,21.586,24836,20032,85164,90492,65796,3550,230400
10,conventional,8,smoc8,24.445,11964,11544,102728,114292,66188,3553,230400
10,conventional,8,smoc9,23.676,7024,6924,73144,82964,51096,3556,230400
10,conventional,8,smoc10,24.295,13240,9020,89372,92200,47564,3535,230400
10,conventional,8,smoc11,7.248,12392,10540,99292,100164,155736,3556,230400
10,conventional,9,smoc1,23.418,10176,10892,73864,100008,51008,3557,230400
10,conventional,9,smoc2,25.112,9320,7364,90588,98248,48204,3554,230400
10,conventional,9,smoc3,22.245,8492,7548,70088,79484,61028,3536,230400
10,conventional,9,smoc4,25.018,11192,8896,116900,126940,54376,3554,230400
10,conventional,9,smoc5,23.403,7220,9228,102452,122532,66556,3556,230400
10,conventional,9,smoc6,23.287,8072,8504,120688,129700,73624,3554,230400
10,conventional,9,smoc7,23.766,14892,10672,94616,99880,60480,3559,230400
10,conventional,9,smoc8,23.858,7456,9260,79580,85864,42884,3554,230400
10,conventional,9,smoc9,22.856,6368,6892,70616,81172,49572,3539,230400
10,conventional,9,smoc10,21.9,13732,11012,99288,110180,55744,3537,230400
10,conventional,9,smoc11,6.085,10376,5760,101632,106000,122280,3547,230400
10,conventional,10,smoc1,23.836,6456,7244,67240,89948,52624,3548,230400
10,conventional,10,smoc2,21.185,18796,13752,97060,100516,55128,3538,230400
10,conventional,10,smoc3,22.609,16152,14184,78888,79496,70840,3533,230400
10,conventional,10,smoc4,24.585,8884,7864,89068,92452,47640,3535,230400
10,conventional,10,smoc5,22.871,13452,9208,62396,65716,53332,3551,230400
10,conventional,10,smoc6,22.828,14396,11840,93072,96280,54912,3535,230400
10,conventional,10,smoc7,22.339,7756,9552,60228,88444,53732,3553,230400
10,conventional,10,smoc8,22.396,14236,9304,66208,68960,59884,3532,230400
10,conventional,10,smoc9,23.167,12704,7548,81772,91484,53148,3541,230400
10,conventional,10,smoc10,24.709,10020,10356,108980,117808,57728,3541,230400
10,conventional,10,smoc11,6.873,7436,1264,55664,62392,82268,3553,230400
10,mirrored,1,smoc1,27.246,6468,5660,121980,132652,84656,3552,116840
10,mirrored,1,smoc2,27.163,7600,8276,76772,103672,65868,3555,116840
10,mirrored,1,smoc3,26.908,12960,12236,125280,133216,89028,3549,113800
10,mirrored,1,smoc4,26.409,13732,10316,105332,108260,69364,3532,113800
10,mirrored,1,smoc5,25.71,12040,9780,157584,158896,96936,3533,116360
10,mirrored,1,smoc6,26.418,8956,7316,88440,120988,68640,3562,116360
10,mirrored,1,smoc7,26.276,7964,7132,101808,109908,66880,3531,115360
10,mirrored,1,smoc8,25.746,10440,6668,112692,119792,76424,3535,115360
10,mirrored,1,smoc9,25.84,13500,8576,147592,149332,97832,3531,113640
10,mirrored,1,smoc10,25.078,15908,11076,107740,107356,67392,3533,113640
10,mirrored,1,smoc11,7.237,15588,14400,120960,123800,134020,3552,230400
10,mirrored,2,smoc1,23.314,11820,9824,87168,111160,57188,3554,115160
10,mirrored,2,smoc2,23.125,6304,7476,41740,53008,54972,3554,115160
10,mirrored,2,smoc3,24.495,10708,7708,69532,80436,40340,3539,114800
10,mirrored,2,smoc4,24.013,8556,10284,80316,89968,53032,3558,114800
10,mirrored,2,smoc5,23.782,11924,8448,83832,88924,71516,3555,115960
10,mirrored,2,smoc6,22.679,10636,9016,140288,144216,84012,3537,115960
10,mirrored,2,smoc7,22.794,12244,12080,106012,108716,62912,3532,113800
10,mirrored,2,smoc8,23.119,13352,11736,127900,127888,67276,3534,113800
10,mirrored,2,smoc9,22.753,6856,6920,87520,99412,54184,3534,116280
10,mirrored,2,smoc10,23.477,7352,7476,84212,91076,53164,3538,116280
10,mirrored,2,smoc11,5.712,20828,18340,76188,73528,80732,3545,230400
10,mirrored,3,smoc1,22.83,12428,9940,108940,115632,70416,3538,116200
10,mirrored,3,smoc2,23.04,13656,11520,104888,107180,59724,3534,116200
10,mirrored,3,smoc3,23.272,24980,19716,84580,84164,64560,3542,115800
10,mirrored,3,smoc4,24.065,12832,8364,89192,95368,54440,3556,115800
10,mirrored,3,smoc5,23.344,12640,7892,76904,85172,46244,3537,113400
10,mirrored,3,smoc6,24.166,8524,10312,43348,62364,59588,3555,113400
10,mirrored,3,smoc7,22.46,13452,8624,94776,115568,62000,3555,114760
10,mirrored,3,smoc8,23.998,6536,7244,51672,59252,50788,3556,114760
10,mirrored,3,smoc9,22.282,6528,7316,72256,93580,45804,3545,115840
10,mirrored,3,smoc10,23.97,11628,6908,81064,95356,52908,3556,115840
10,mirrored,3,smoc11,5.487,20376,20300,80160,83148,92408,3545,230400
10,mirrored,4,smoc1,23.1,7740,9628,78808,86060,50892,3534,116280
10,mirrored,4,smoc2,25.126,2964,11340,78512,99612,62116,3560,116280
10,mirrored,4,smoc3,24.457,7640,10272,45128,60292,41228,3538,115840
10,mirrored,4,smoc4,25.376,11576,10504,96212,103628,57384,3535,115840
10,mirrored,4,smoc5,24.229,10472,9096,26280,60180,48084,3558,115680
10,mirrored,4,smoc6,25.577,8092,9584,80172,87964,56380,3551,115680
10,mirrored,4,smoc7,24.37,4336,7176,75932,90260,49268,3553,113720
10,mirrored,4,smoc8,23.983,11136,7084,79672,91420,48652,3537,113720
10,mirrored,4,smoc9,24.341,10008,12644,77016,83648,48408,3535,114480
10,mirrored,4,smoc10,25.048,13500,12368,108876,113804,65504,3560,114480
10,mirrored,4,smoc11,5.759,22232,19220,69968,67936,68052,3553,230400
10,mirrored,5,smoc1,23.963,8540,11108,47316,60688,50736,3537,113800
10,mirrored,5,smoc2,23.455,13684,10876,103376,109084,58568,3537,113800
10,mirrored,5,smoc3,22.132,7760,11128,102060,129124,62124,3554,114960
10,mirrored,5,smoc4,23.507,11492,10056,111952,117412,62136,3534,114960
10,mirrored,5,smoc5,24.132,11992,8548,103372,110368,61924,3534,115000
10,mirrored,5,smoc6,23.17,9124,13268,69748,73580,65904,3538,115000
10,mirrored,5,smoc7,23.985,6504,10144,86796,98476,48472,3553,116320
