ReplicaSet,Solution,Experiment,SmocId,RestoreDurationInSec,VmPeak,VmSize,VmHWM,VmRSS,VmData,DeltaMemoryUsageInKbFromTop,ObjectSize
8,mirrored,2,smoc4,18.891,13732,10292,99668,103824,61720,3532,122320
8,mirrored,2,smoc5,18.446,8828,11340,77988,84512,60556,3535,121000
8,mirrored,2,smoc6,17.143,1424,11340,78936,108796,67036,3555,121000
8,mirrored,2,smoc7,18.055,13500,11012,83516,84420,49892,3533,123000
8,mirrored,2,smoc8,17.445,13268,10824,80508,82352,52748,3537,123000
8,mirrored,2,smoc9,5.463,8888,3808,73720,74192,46952,3540,230400
8,mirrored,3,smoc1,19.825,8244,9844,71116,83392,46844,3539,122320
8,mirrored,3,smoc2,17.872,12008,9784,125124,138244,78008,3540,122320
8,mirrored,3,smoc3,18.466,8640,9028,116312,122024,66152,3533,123440
8,mirrored,3,smoc4,18.549,13684,10740,114940,117444,66200,3538,123440
8,mirrored,3,smoc5,18.335,15252,12064,68524,72888,72256,3538,121400
8,mirrored,3,smoc6,19.948,12736,8608,78724,85704,56224,3542,121400
8,mirrored,3,smoc7,18.264,6916,9020,77672,87808,53752,3537,122440
8,mirrored,3,smoc8,18.411,1252,9360,52056,76352,42088,3561,122440
8,mirrored,3,smoc9,6.142,13980,8820,69508,67032,110628,3538,230400
8,mirrored,4,smoc1,17.113,6164,9028,120684,129808,66932,3534,121360
8,mirrored,4,smoc2,18.948,12060,8404,94296,100472,59112,3534,121360
8,mirrored,4,smoc3,18.979,9120,9520,56568,80880,70064,3558,122200
8,mirrored,4,smoc4,18.949,10968,9968,66092,92856,51628,3565,122200
8,mirrored,4,smoc5,18.143,8236,10900,71736,77772,78072,3537,121760
8,mirrored,4,smoc6,19.289,6700,8244,86956,97308,75588,3555,121760
8,mirrored,4,smoc7,18.308,10452,12368,65372,90204,51020,3557,124280
8,mirrored,4,smoc8,18.309,11896,7516,77668,82564,70684,3535,124280
8,mirrored,4,smoc9,6.170,12276,12028,131948,130836,168340,3548,230400
8,mirrored,5,smoc1,17.994,13268,13036,76372,82708,65600,3533,119800
8,mirrored,5,smoc2,18.336,11432,8780,57084,70320,64284,3548,119800
8,mirrored,5,smoc3,18.261,13380,12104,98672,101444,52288,3535,124200
8,mirrored,5,smoc4,17.083,13044,10812,85952,93116,65040,3553,124200
8,mirrored,5,smoc5,17.34,10212,10368,112720,143896,77156,3555,123160
8,mirrored,5,smoc6,18.021,13260,11396,61840,73484,75156,3545,123160
8,mirrored,5,smoc7,17.928,13824,11036,91064,93532,52688,3532,122440
8,mirrored,5,smoc8,17.357,12308,7544,82728,82048,76276,3532,122440
8,mirrored,5,smoc9,5.733,22348,16528,46824,52228,77492,3549,230400
8,mirrored,6,smoc1,18.579,9444,10136,125348,127196,71632,3537,123960
8,mirrored,6,smoc2,19.759,7976,9724,54984,60396,57948,3535,123960
8,mirrored,6,smoc3,18.78,12936,10420,81488,95156,57572,3545,121960
8,mirrored,6,smoc4,18.969,13688,12600,106840,108676,69848,3534,121960
8,mirrored,6,smoc5,18.393,7240,11944,160356,172396,126896,3554,120760
8,mirrored,6,smoc6,19.526,13460,10812,81100,92820,55644,3554,120760
8,mirrored,6,smoc7,18.546,14132,11040,88340,111404,64020,3558,122920
8,mirrored,6,smoc8,19.143,13224,13436,109076,115272,75396,3553,122920
8,mirrored,6,smoc9,6.204,9208,13476,127572,133920,104308,3545,230400
8,mirrored,7,smoc1,19.043,11072,10584,114908,120412,68984,3535,124320
8,mirrored,7,smoc2,18.724,20740,15892,145484,144268,80716,3539,124320
8,mirrored,7,smoc3,19.173,5156,6048,63736,90040,54784,3557,121760
8,mirrored,7,smoc4,18.851,13732,8848,122748,124796,71656,3534,121760
8,mirrored,7,smoc5,17.732,12980,10616,93388,94688,54764,3534,120760
8,mirrored,7,smoc6,20.148,9080,10484,71252,99668,48472,3561,120760
8,mirrored,7,smoc7,19.492,8240,10040,83256,91640,56704,3534,122760
8,mirrored,7,smoc8,18.098,9028,9804,132880,144376,74808,3544,122760
8,mirrored,7,smoc9,6.707,7820,3956,41236,42608,68064,3561,230400
8,mirrored,8,smoc1,18.669,13500,9436,96080,101980,57928,3538,122600
8,mirrored,8,smoc2,18.706,13108,11300,109356,127704,88152,3560,122600
8,mirrored,8,smoc3,18.693,13196,9116,77780,81700,77292,3536,122000
8,mirrored,8,smoc4,18.601,13684,9484,86936,93248,74116,3556,122000
8,mirrored,8,smoc5,19.133,6784,9100,122284,130348,68756,3550,122560
8,mirrored,8,smoc6,18.34,10096,9552,59584,66128,55076,3536,122560
8,mirrored,8,smoc7,17.831,15256,9568,87760,88136,55220,3538,122440
8,mirrored,8,smoc8,18.335,11828,10788,98992,105144,51808,3555,122440
8,mirrored,8,smoc9,5.481,9308,9192,116032,116900,141428,3547,230400
8,mirrored,9,smoc1,17.928,15604,12460,94092,95856,54304,3532,122040
8,mirrored,9,smoc2,18.033,9848,6864,83452,110320,55276,3558,122040
8,mirrored,9,smoc3,16.775,14184,9492,85628,87116,75712,3533,122320
8,mirrored,9,smoc4,18.18,8616,12008,81076,92008,71992,3534,122320
8,mirrored,9,smoc5,17.91,12056,9540,104740,106104,64656,3532,121960
8,mirrored,9,smoc6,18.835,13916,12012,63756,69228,64552,3556,121960
8,mirrored,9,smoc7,17.438,13500,10716,107144,108148,59544,3533,123280
8,mirrored,9,smoc8,17.446,12084,11460,79296,85728,46268,3535,123280
8,mirrored,9,smoc9,5.174,13992,3540,84296,81672,46368,3559,230400
8,mirrored,10,smoc1,18.755,12460,10384,112256,117476,68708,3556,123200
8,mirrored,10,smoc2,18.811,13500,11396,57940,62160,52288,3539,123200
8,mirrored,10,smoc3,18.874,7964,5428,86960,105852,54572,3561,121320
8,mirrored,10,smoc4,18.072,15288,10164,81392,88432,86504,3536,121320
8,mirrored,10,smoc5,18.579,12392,8316,114384,120376,62640,3533,122720
8,mirrored,10,smoc6,19.207,12244,10784,29080,47340,52800,3564,122720
8,mirrored,10,smoc7,19.268,13212,10268,103624,106012,59408,3533,122360
8,mirrored,10,smoc8,18.479,9020,12008,132648,138480,81960,3535,122360
8,mirrored,10,smoc9,5.800,23888,16184,89808,88208,82452,3551,230400
8,conventional,1,smoc1,23.625,8608,9028,114552,119384,68280,3540,230400
8,conventional,1,smoc2,24.779,13916,11780,147988,146800,84564,3532,230400
8,conventional,1,smoc3,25.102,13936,13928,182736,183492,124076,3533,230400
8,conventional,1,smoc4,25.541,11656,11064,124108,135620,80572,3552,230400
8,conventional,1,smoc5,24.45,12536,10784,152184,153920,91680,3533,230400
8,conventional,1,smoc6,23.382,13684,13012,118532,126484,73492,3543,230400
8,conventional,1,smoc7,24.565,6992,9512,100532,119720,67768,3559,230400
8,conventional,1,smoc8,24.785,14904,11084,118172,121088,72952,3533,230400
8,conventional,1,smoc9,5.407,3608,340,115504,114608,98632,3540,230400
8,conventional,2,smoc1,17.922,12208,10576,156960,163348,89060,3539,230400
8,conventional,2,smoc2,18.286,11300,6304,110300,113880,68652,3535,230400
8,conventional,2,smoc3,18.858,11924,10608,108208,127396,71048,3555,230400
8,conventional,2,smoc4,18.342,7924,9544,69020,91816,57124,3547,230400
8,conventional,2,smoc5,17.515,10256,11340,81252,89224,77368,3534,230400
8,conventional,2,smoc6,18.078,9060,9328,84404,92528,57052,3536,230400
8,conventional,2,smoc7,17.118,7224,9868,90752,100480,52180,3535,230400
8,conventional,2,smoc8,17.812,8804,9560,100492,119356,58216,3557,230400
8,conventional,2,smoc9,4.856,5164,4964,44992,42824,52056,3552,230400
8,conventional,3,smoc1,19.07,16744,11728,81968,80404,68164,3540,230400
8,conventional,3,smoc2,19.012,11976,10592,84660,91028,59876,3534,230400
8,conventional,3,smoc3,20.105,12928,12748,113028,117752,58236,3553,230400
8,conventional,3,smoc4,19.074,8992,10136,127460,129720,68004,3534,230400
8,conventional,3,smoc5,18.054,8524,9812,112620,118896,62108,3533,230400
8,conventional,3,smoc6,17.695,8404,10008,91580,100556,59544,3535,230400
8,conventional,3,smoc7,19.6,8416,11472,71424,93676,57184,3556,230400
8,conventional,3,smoc8,19.208,13232,12020,113024,114692,63544,3533,230400
8,conventional,3,smoc9,4.956,14288,17568,86904,88116,65652,3548,230400
8,conventional,4,smoc1,17.894,9452,9784,91144,96272,55372,3537,230400
8,conventional,4,smoc2,18.247,10384,9752,129500,148568,66880,3557,230400
8,conventional,4,smoc3,18.321,8056,10228,73892,80024,53940,3555,230400
8,conventional,4,smoc4,17.925,15140,11444,81512,81472,78096,3535,230400
8,conventional,4,smoc5,18.878,12664,13268,72428,87652,50996,3542,230400
8,conventional,4,smoc6,17.554,11260,6972,110772,116840,62624,3546,230400
8,conventional,4,smoc7,18.17,8496,11600,95236,101160,58664,3532,230400
8,conventional,4,smoc8,17.822,6044,7596,109244,124016,75136,3548,230400
8,conventional,4,smoc9,5.172,17388,11444,95376,91256,78512,3543,230400
8,conventional,5,smoc1,19.622,9164,7364,97404,108084,59372,3545,230400
8,conventional,5,smoc2,18.55,15624,13180,80912,90992,79540,3546,230400
8,conventional,5,smoc3,17.835,12968,11448,120096,129268,66968,3538,230400
8,conventional,5,smoc4,18.876,13732,8576,127120,131804,68136,3547,230400
8,conventional,5,smoc5,19.414,12636,10796,122148,123708,65652,3539,230400
8,conventional,5,smoc6,19.379,9496,9276,132800,141852,70056,3552,230400
8,conventional,5,smoc7,19.121,9756,11752,99528,106512,61004,3532,230400
8,conventional,5,smoc8,18.49,17816,12224,99496,100640,52560,3537,230400
8,conventional,5,smoc9,5.055,3444,1120,82024,79152,40872,3533,230400
8,conventional,6,smoc1,18.387,15836,11988,109688,111392,62312,3534,230400
8,conventional,6,smoc2,18.171,9244,10368,56996,82256,44900,3562,230400
8,conventional,6,smoc3,18.434,13232,9028,91028,99952,56124,3543,230400
8,conventional,6,smoc4,19.991,10124,11680,73692,86988,76976,3558,230400
8,conventional,6,smoc5,19.101,15728,10304,122728,121948,65628,3539,230400
8,conventional,6,smoc6,17.984,8464,9388,121244,147208,76204,3559,230400
8,conventional,6,smoc7,18.068,14104,11952,128864,129364,68020,3531,230400
8,conventional,6,smoc8,17.822,13684,10508,100380,107296,66120,3555,230400
8,conventional,6,smoc9,5.135,5940,4552,63012,63512,41944,3555,230400
8,conventional,7,smoc1,17.713,13500,9080,85516,94672,56252,3540,230400
8,conventional,7,smoc2,18.694,12220,10872,95416,99040,57712,3538,230400
8,conventional,7,smoc3,18.153,18472,14312,111576,112928,89308,3538,230400
8,conventional,7,smoc4,16.982,13916,10832,102120,115136,63964,3550,230400
8,conventional,7,smoc5,17.764,10432,9616,94916,100408,85864,3540,230400
8,conventional,7,smoc6,17.789,11712,10804,79896,107504,55188,3556,230400
8,conventional,7,smoc7,18.659,11296,9544,130916,133104,74304,3534,230400
8,conventional,7,smoc8,17.838,8980,10272,104240,113532,65392,3533,230400
8,conventional,7,smoc9,5.346,9140,3924,57140,54628,61716,3535,230400
8,conventional,8,smoc1,19.135,7912,11572,120384,129968,65236,3559,230400
8,conventional,8,smoc2,18.191,15956,14236,91944,95380,52884,3539,230400
8,conventional,8,smoc3,18.342,9456,11712,104952,110788,55508,3534,230400
8,conventional,8,smoc4,18.159,7452,9560,70124,90508,49344,3555,230400
8,conventional,8,smoc5,18.753,5764,12648,82404,108968,60180,3558,230400
8,conventional,8,smoc6,16.949,9232,8376,137080,138252,76844,3539,230400
8,conventional,8,smoc7,17.476,6984,11024,93572,105944,53944,3542,230400
8,conventional,8,smoc8,16.904,7900,10432,64404,72324,59184,3542,230400
8,conventional,8,smoc9,4.88,13212,13276,65188,65500,79940,3535,230400
8,conventional,9,smoc1,20.048,9216,10568,104024,114160,60072,3542,230400
8,conventional,9,smoc2,19.825,11224,10572,112964,119692,61756,3536,230400
8,conventional,9,smoc3,21.218,8560,9796,67664,86460,69212,3559,230400
8,conventional,9,smoc4,19.521,6728,10368,110780,119520,70840,3540,230400
8,conventional,9,smoc5,20.732,3048,9220,72676,93356,58504,3549,230400
8,conventional,9,smoc6,20.154,9780,9984,88536,100612,62528,3542,230400
8,conventional,9,smoc7,20.329,13500,11236,85768,88516,78344,3532,230400
8,conventional,9,smoc8,20.462,14528,11028,96776,103776,57708,3532,230400
8,conventional,9,smoc9,5.117,3888,88,78580,75516,58992,3534,230400
8,conventional,10,smoc1,19.095,13480,10432,88860,89404,56456,3554,230400
8,conventional,10,smoc2,18.552,12008,11692,93972,119612,61840,3559,230400
8,conventional,10,smoc3,18.553,8772,11532,119276,124896,76384,3535,230400
8,conventional,10,smoc4,18.213,16196,12956,115276,112740,61404,3531,230400
8,conventional,10,smoc5,18.517,16460,13012,94752,94088,51036,3538,230400
8,conventional,10,smoc6,19.272,9156,10068,146952,149644,83004,3550,230400
8,conventional,10,smoc7,18.216,16068,11432,80044,84188,51416,3538,230400
8,conventional,10,smoc8,18.563,13472,12776,106560,112752,90604,3531,230400
8,conventional,10,smoc9,5.379,6840,7352,55172,59412,64500,3549,230400
8,distributed,1,smoc1,21.718,10424,10352,141920,149528,95560,3534,104480
8,distributed,1,smoc2,21.465,7412,9716,160356,168184,106812,3533,103880
8,distributed,1,smoc3,22.574,8960,8448,173836,182792,127116,3533,104920
8,distributed,1,smoc4,21.348,8436,13248,174564,207800,154408,3557,103200
8,distributed,1,smoc5,22.286,11696,11024,111692,113500,99568,3557,105880
8,distributed,1,smoc6,22.137,6812,10504,161788,171808,126636,3534,105040
8,distributed,1,smoc7,23.639,13192,11572,140904,145492,93544,3534,103120
8,distributed,1,smoc8,21.927,7332,10652,205940,212408,159444,3535,104680
8,distributed,1,smoc9,6.852,15672,14340,113320,116424,115144,3538,230400
8,distributed,2,smoc1,17.324,8868,10052,76180,84692,46484,3540,104400
8,distributed,2,smoc2,18.196,12468,13864,65068,91584,54360,3557,103480
8,distributed,2,smoc3,18.299,8380,11340,135588,142168,79204,3536,102800
8,distributed,2,smoc4,18.184,11672,10152,73436,94960,52780,3560,104760
8,distributed,2,smoc5,18.067,10656,10612,60996,73992,63336,3542,104720
8,distributed,2,smoc6,18.227,8704,9784,68300,78200,69996,3535,104720
8,distributed,2,smoc7,18.302,13288,8076,87184,88340,72596,3532,104480
8,distributed,2,smoc8,18.543,7420,9776,105948,112508,64852,3532,105840
8,distributed,2,smoc9,5.456,18324,15492,73684,67628,54828,3562,230400
8,distributed,3,smoc1,18.101,13732,10368,104684,109444,64160,3534,105560
8,distributed,3,smoc2,17.462,13732,11628,96288,99944,57756,3534,105200
8,distributed,3,smoc3,17.889,10316,9720,132232,135932,77500,3533,104560
8,distributed,3,smoc4,17.209,12844,10740,81316,86668,75380,3539,104440
8,distributed,3,smoc5,17.803,9072,7324,112720,118744,63468,3533,103560
8,distributed,3,smoc6,17.689,14232,11744,117352,119280,66240,3534,104360
8,distributed,3,smoc7,18.046,14304,12584,77480,85860,46576,3538,104480
8,distributed,3,smoc8,17.906,13896,10792,103592,106324,91708,3550,103040
8,distributed,3,smoc9,5.551,10864,10908,53520,53628,83472,3553,230400
8,distributed,4,smoc1,20.02,11716,10584,147684,164208,102348,3554,105200
8,distributed,4,smoc2,18.864,13916,10816,103096,107764,63812,3551,104760
8,distributed,4,smoc3,18.343,11100,12156,154412,179692,111160,3560,104800
8,distributed,4,smoc4,19.252,7580,9564,92864,110712,94784,3560,104560
8,distributed,4,smoc5,19.393,13464,8808,120912,133512,70392,3538,104280
8,distributed,4,smoc6,19.351,8124,8884,96448,100260,56328,3535,104200
8,distributed,4,smoc7,19.266,13416,12764,77828,86776,53740,3554,103560
8,distributed,4,smoc8,18.39,11392,10648,84000,89536,57392,3555,103840
8,distributed,4,smoc9,5.923,10356,7668,58656,56148,65568,3542,230400
8,distributed,5,smoc1,18.219,13268,12600,95852,96632,59484,3533,105160
8,distributed,5,smoc2,18.057,15764,12304,102804,109084,60536,3534,104080
8,distributed,5,smoc3,17.958,13268,12368,94352,96324,54128,3534,104560
8,distributed,5,smoc4,18.097,12084,12600,94260,102636,58640,3539,104240
8,distributed,5,smoc5,18.15,8816,9568,153820,160308,97512,3533,104360
8,distributed,5,smoc6,19.237,7252,9488,77852,98988,46732,3560,103920
8,distributed,5,smoc7,18.205,13648,13012,88728,90684,56280,3553,105200
8,distributed,5,smoc8,16.97,1972,5212,90740,109076,59232,3545,103680
8,distributed,5,smoc9,6.201,13776,12084,62340,60144,68048,3540,230400
8,distributed,6,smoc1,18.92,9080,8960,71276,83292,69852,3541,107040
8,distributed,6,smoc2,17.437,6208,6124,121076,127544,61532,3538,104800
8,distributed,6,smoc3,17.874,7608,9276,96212,102652,62132,3532,105560
8,distributed,6,smoc4,18.256,13136,9744,127512,130632,63012,3531,104160
8,distributed,6,smoc5,17.196,12020,9028,64576,70368,64428,3553,104080
8,distributed,6,smoc6,18.44,11828,9608,87896,99296,58368,3544,102560
8,distributed,6,smoc7,17.229,8844,11800,55872,61096,55524,3535,103480
8,distributed,6,smoc8,17.034,0,10752,88348,114812,64340,3558,103520
8,distributed,6,smoc9,5.709,9308,4272,67836,62948,66936,3547,230400
8,distributed,7,smoc1,19.225,9744,7596,132888,138476,71632,3554,103640
8,distributed,7,smoc2,18.434,12180,10648,105272,106648,60288,3531,104120
8,distributed,7,smoc3,17.861,7920,11324,97868,124632,74828,3557,104400
8,distributed,7,smoc4,18.805,8420,6920,77384,86756,72164,3552,105520
8,distributed,7,smoc5,17.726,12688,11232,101236,104156,58856,3533,103520
8,distributed,7,smoc6,19.393,10096,10520,51484,64028,57636,3551,104280
8,distributed,7,smoc7,18.672,8516,11780,99196,125820,67956,3557,104920
8,distributed,7,smoc8,19.006,7248,13204,138908,149492,85900,3540,104800
8,distributed,7,smoc9,6.300,6568,1120,33576,32260,40296,3537,230400
8,distributed,8,smoc1,19.259,13500,11860,106080,108232,65348,3554,104760
8,distributed,8,smoc2,18.886,11496,12360,151700,155096,95056,3533,103800
8,distributed,8,smoc3,17.834,13684,10320,106340,115232,66648,3535,104160
8,distributed,8,smoc4,19.06,7048,8576,93664,103376,58548,3553,104760
8,distributed,8,smoc5,17.821,11660,6728,101800,107500,62256,3538,104200
8,distributed,8,smoc6,19.396,10880,10080,111804,116852,69160,3553,104680
8,distributed,8,smoc7,18.356,15780,11844,142284,144916,80284,3532,104600
8,distributed,8,smoc8,18.438,10720,6412,54872,67436,60444,3538,104240
8,distributed,8,smoc9,6.916,9112,5932,54108,54860,60420,3544,230400
8,distributed,9,smoc1,17.73,4872,10172,92104,110984,63560,3554,105000
8,distributed,9,smoc2,17.771,13684,11420,83680,93448,53204,3554,102720
8,distributed,9,smoc3,17.055,6128,11628,126136,138896,74592,3539,105600
8,distributed,9,smoc4,18.045,7664,8912,81856,93120,59424,3549,103840
8,distributed,9,smoc5,18.519,9568,9408,80184,85768,44648,3536,103920
8,distributed,9,smoc6,18.497,9896,10080,108108,133248,64220,3562,104440
8,distributed,9,smoc7,17.752,7092,10604,112696,128772,69760,3542,104120
8,distributed,9,smoc8,17.191,11384,10812,84936,98680,52748,3554,105560
8,distributed,9,smoc9,6.159,9980,6488,60692,61992,36872,3559,230400
8,distributed,10,smoc1,17.791,7232,9728,31216,65472,51012,3555,104880
8,distributed,10,smoc2,17.972,13732,11860,106200,109044,54184,3536,104880
8,distributed,10,smoc3,18.701,7240,10464,128820,137848,73796,3533,103520
8,distributed,10,smoc4,18.577,8940,10040,146720,173252,106172,3558,104520
8,distributed,10,smoc5,17.664,8640,10504,56312,66016,61008,3539,105080
8,distributed,10,smoc6,17.614,6544,8372,76224,85440,51488,3550,103400
8,distributed,10,smoc7,17.719,13732,10748,69852,71596,61736,3553,104440
8,distributed,10,smoc8,18.718,6896,8260,104128,119420,63180,3541,104480
8,distributed,10,smoc9,6.932,9284,4000,27908,25332,40624,3558,230400
8,centralized,1,smoc1,29.188,9816,12600,122000,129584,91412,3533,86400
8,centralized,1,smoc2,27.205,13440,11696,221372,227000,170260,3531,86400
8,centralized,1,smoc3,29.48,9136,9788,147104,179064,128652,3561,86400
8,centralized,1,smoc4,27.306,10356,11628,120576,143996,98328,3558,86400
8,centralized,1,smoc5,28.912,7152,7548,176416,203584,140964,3560,86400
8,centralized,1,smoc6,29.216,7408,8912,182176,191816,146148,3553,86400
8,centralized,1,smoc7,28.215,8484,9144,164268,168588,124308,3536,86400
8,centralized,1,smoc8,28.052,12808,12804,218128,220736,175324,3534,86400
8,centralized,1,smoc9,5.338,3716,476,60964,65280,73164,3554,86400
8,centralized,2,smoc1,18.866,10856,10484,63860,93188,72496,3557,86400
8,centralized,2,smoc2,17.989,5772,9776,64860,84704,73188,3547,86400
8,centralized,2,smoc3,18.43,13916,9400,98836,101500,58120,3553,86400
8,centralized,2,smoc4,19.551,7344,8200,67412,84708,43800,3544,86400
8,centralized,2,smoc5,19.469,11892,9788,136028,136708,64160,3532,86400
8,centralized,2,smoc6,17.99,19268,16484,144908,143864,75124,3536,86400
8,centralized,2,smoc7,18.294,7508,10052,77468,83672,51504,3534,86400
8,centralized,2,smoc8,19.943,11988,10804,54192,66088,62404,3548,86400
8,centralized,2,smoc9,5.019,6820,5116,138092,135480,135620,3555,86400
8,centralized,3,smoc1,18.657,7076,13016,100100,112136,67564,3550,86400
8,centralized,3,smoc2,17.484,8632,8912,92596,97360,62844,3534,86400
8,centralized,3,smoc3,18.555,13472,11600,103684,105904,61496,3536,86400
8,centralized,3,smoc4,18.205,13104,13036,84688,107872,58316,3559,86400
8,centralized,3,smoc5,17.785,9356,9784,149676,154320,84304,3537,86400
8,centralized,3,smoc6,17.699,12196,11340,84660,86548,58088,3533,86400
8,centralized,3,smoc7,19.113,6812,8912,131440,141648,75420,3554,86400
8,centralized,3,smoc8,18.269,9040,9584,105180,107748,61860,3529,86400
8,centralized,3,smoc9,4.476,6968,5412,52072,52736,63652,3537,86400
8,centralized,4,smoc1,18.366,6520,10828,84596,96504,64700,3553,86400
8,centralized,4,smoc2,18.444,9156,5660,118448,124072,73216,3557,86400
8,centralized,4,smoc3,18.261,6364,7708,55188,80628,48008,3554,86400
8,centralized,4,smoc4,19.322,11340,10984,87648,112436,57892,3561,86400
8,centralized,4,smoc5,18.792,13732,8808,76636,81684,50884,3533,86400
8,centralized,4,smoc6,18.408,9000,9492,64756,70376,63068,3533,86400
8,centralized,4,smoc7,17.679,11384,10588,130596,133044,72896,3534,86400
8,centralized,4,smoc8,17.845,7636,10604,58616,86872,75920,3557,86400
8,centralized,4,smoc9,4.569,8548,7844,59624,63448,44040,3557,86400
8,centralized,5,smoc1,18.495,10644,9168,99864,128728,67760,3556,86400
8,centralized,5,smoc2,17.369,8608,9632,61656,79064,73056,3547,86400
8,centralized,5,smoc3,18.028,11368,10824,113876,121864,66588,3533,86400
8,centralized,5,smoc4,17.889,7972,9032,87028,96860,53648,3535,86400
8,centralized,5,smoc5,18.318,13652,13288,102660,103676,58408,3531,86400
8,centralized,5,smoc6,17.48,8168,11768,99292,108532,61548,3537,86400
8,centralized,5,smoc7,17.011,14508,9844,93416,96652,57000,3534,86400
8,centralized,5,smoc8,17.348,18836,16804,85024,86056,58648,3535,86400
8,centralized,5,smoc9,4.408,10472,9640,65080,69124,81564,3533,86400
8,centralized,6,smoc1,18.181,11460,11172,79780,82980,73284,3551,86400
8,centralized,6,smoc2,19.268,7580,6748,94384,101384,49428,3554,86400
8,centralized,6,smoc3,18.962,11568,12628,101008,107812,66544,3535,86400
8,centralized,6,smoc4,17.87,7676,6852,91440,104248,55800,3538,86400
8,centralized,6,smoc5,18.792,1776,9736,85368,105620,62260,3546,86400
8,centralized,6,smoc6,17.826,9992,9028,104792,112208,57604,3532,86400
8,centralized,6,smoc7,18.441,7820,10020,28800,56060,52516,3554,86400
8,centralized,6,smoc8,18.922,13452,10056,89088,96708,57404,3533,86400
8,centralized,6,smoc9,4.552,3868,4944,48888,49552,50560,3541,86400
8,centralized,7,smoc1,18.304,12288,13036,145980,146420,82864,3536,86400
8,centralized,7,smoc2,17.762,13248,10648,133944,141772,83244,3535,86400
8,centralized,7,smoc3,19.507,12988,10028,98732,104384,54644,3551,86400
8,centralized,7,smoc4,19.286,9000,10824,60964,87484,51304,3561,86400
8,centralized,7,smoc5,18.663,9408,10752,65732,91000,57432,3562,86400
8,centralized,7,smoc6,18.603,8920,9048,70612,97460,50028,3557,86400
8,centralized,7,smoc7,19.206,13352,12780,93052,105104,65416,3553,86400
8,centralized,7,smoc8,18.564,7228,8344,112176,129616,75324,3545,86400
8,centralized,7,smoc9,4.547,9596,8732,61124,63892,82984,3538,86400
8,centralized,8,smoc1,17.342,8640,9544,100204,108696,58364,3533,86400
8,centralized,8,smoc2,17.478,11256,10172,74120,81468,47216,3538,86400
8,centralized,8,smoc3,18.907,11776,11396,79160,83372,51928,3534,86400
8,centralized,8,smoc4,19.23,8524,13268,72464,107528,55552,3560,86400
8,centralized,8,smoc5,17.925,12996,8148,75080,76972,50164,3536,86400
8,centralized,8,smoc6,19.206,2692,10380,73704,101352,52700,3558,86400
8,centralized,8,smoc7,18.369,13040,8808,79572,80536,56240,3533,86400
8,centralized,8,smoc8,18.485,9368,11104,84800,92604,51764,3537,86400
8,centralized,8,smoc9,4.554,11360,11296,86300,88456,73316,3535,86400
8,centralized,9,smoc1,19.14,11744,10308,107204,107952,58980,3533,86400
8,centralized,9,smoc2,19.061,13500,11108,107620,119512,63132,3535,86400
8,centralized,9,smoc3,22.052,2432,10292,63216,90748,45348,3558,86400
8,centralized,9,smoc4,21.997,8668,9484,61016,78036,77404,3555,86400
8,centralized,9,smoc5,21.544,13452,12780,81476,88960,63660,3535,86400
8,centralized,9,smoc6,20.661,9904,7200,83140,87356,56980,3536,86400
8,centralized,9,smoc7,21.452,11940,11780,62364,71176,66552,3535,86400
8,centralized,9,smoc8,21.248,6724,9480,76216,103472,55196,3561,86400
8,centralized,9,smoc9,5.722,6936,3604,131604,133532,115804,3544,86400
8,centralized,10,smoc1,19.919,12504,12340,74468,96304,80176,3553,86400
8,centralized,10,smoc2,18.981,11368,9040,88620,110604,56968,3557,86400
8,centralized,10,smoc3,18.95,13752,12744,107044,110176,62784,3532,86400
8,centralized,10,smoc4,19.39,10324,9832,125236,135416,74084,3535,86400
8,centralized,10,smoc5,18.46,13684,10812,60652,65824,57028,3538,86400
8,centralized,10,smoc6,18.832,6280,9804,70064,95040,76832,3557,86400
8,centralized,10,smoc7,18.134,13664,11340,69668,72388,65248,3534,86400
8,centralized,10,smoc8,18.672,16800,15092,78584,79568,59996,3534,86400
8,centralized,10,smoc9,4.868,3844,624,38576,27348,56552,3553,86400
10,centralized,1,smoc1,56.205,11044,9716,246472,276748,234864,3562,86400
10,centralized,1,smoc2,54.915,4580,6124,128384,141276,107268,3550,86400
10,centralized,1,smoc3,57.059,8148,9124,128332,142172,96812,3543,86400
10,centralized,1,smoc4,54.478,3420,6900,136828,156848,118592,3555,86400
10,centralized,1,smoc5,56.436,5848,9776,80460,106948,74724,3557,86400
10,centralized,1,smoc6,55.157,6040,7548,144096,156100,114800,3538,86400
10,centralized,1,smoc7,56.934,9268,8808,88648,111372,89692,3559,86400
10,centralized,1,smoc8,51.642,14460,14124,112376,120204,88448,3531,86400
10,centralized,1,smoc9,56.229,11932,12180,199540,210564,168724,3544,86400
10,centralized,1,smoc10,53.897,9632,7364,193592,204764,164336,3539,86400
10,centralized,1,smoc11,5.665,3832,112,78556,77080,65072,3533,86400
10,centralized,2,smoc1,24.331,10432,11500,122080,129352,68484,3559,86400
10,centralized,2,smoc2,22.972,8880,8564,71640,82580,50296,3534,86400
10,centralized,2,smoc3,25.301,7892,7316,57788,87064,48552,3561,86400
10,centralized,2,smoc4,22.962,13432,11312,111248,113512,63564,3535,86400
10,centralized,2,smoc5,24.013,8896,5892,97320,107428,52808,3538,86400
