ReplicaSet,Solution,Experiment,SmocId,RestoreDurationInSec,MaxMemoryUsageInKb,DeltaMemoryUsageInKbFromVmSize,DeltaMemoryUsageInKbFromTop
8,our,2,smoc8,17.059,2494104,2492264,2433
8,our,3,smoc1,89.111,2497512,2496440,2437
8,our,3,smoc2,86.433,2493968,2492536,2434
8,our,3,smoc3,86.481,2493832,2492808,2434
8,our,3,smoc4,87.507,2497808,2492916,2434
8,our,3,smoc5,87.786,2501804,2496700,2438
8,our,3,smoc6,90.847,2499020,2497492,2438
8,our,3,smoc7,87.273,2508472,2500664,2442
8,our,3,smoc8,13.521,2496232,2494796,2436
8,our,4,smoc1,79.755,2497768,2493460,2435
8,our,4,smoc2,79.976,2496252,2494724,2436
8,our,4,smoc3,80.507,2502304,2497988,2439
8,our,4,smoc4,79.995,2502272,2496340,2437
8,our,4,smoc5,79.924,2492852,2491328,2432
8,our,4,smoc6,81.382,2494952,2493428,2434
8,our,4,smoc7,79.686,2494884,2493360,2434
8,our,4,smoc8,15.843,2495008,2493484,2435
8,our,5,smoc1,81.734,2496800,2494540,2436
8,our,5,smoc2,81.353,2494680,2493156,2434
8,our,5,smoc3,80.853,2495536,2492240,2433
8,our,5,smoc4,81.013,2498596,2494288,2435
8,our,5,smoc5,80.54,2499640,2498208,2439
8,our,5,smoc6,79.444,2495696,2493212,2434
8,our,5,smoc7,80.785,2499788,2495556,2437
8,our,5,smoc8,15.351,2494496,2492600,2434
8,our,6,smoc1,83.639,2497548,2492656,2434
8,our,6,smoc2,81.922,2506024,2498960,2440
8,our,6,smoc3,83.963,2503540,2499224,2440
8,our,6,smoc4,83.644,2498020,2493124,2434
8,our,6,smoc5,82.352,2497236,2496212,2437
8,our,6,smoc6,83.138,2495644,2494116,2435
8,our,6,smoc7,85.618,2501080,2496764,2438
8,our,6,smoc8,15.735,2498368,2493476,2435
8,our,7,smoc1,78.91,2497412,2494876,2436
8,our,7,smoc2,79.319,2498052,2496528,2438
8,our,7,smoc3,79.312,2497264,2496240,2437
8,our,7,smoc4,79.183,2503024,2498724,2440
8,our,7,smoc5,79.486,2497612,2495128,2436
8,our,7,smoc6,80.445,2499100,2494784,2436
8,our,7,smoc7,79.663,2502944,2501696,2443
8,our,7,smoc8,14.369,2494720,2493196,2434
8,our,8,smoc1,83.412,2501768,2499356,2440
8,our,8,smoc2,82.449,2497152,2495624,2437
8,our,8,smoc3,82.696,2495700,2494268,2435
8,our,8,smoc4,82.251,2498028,2495544,2437
8,our,8,smoc5,82.745,2498572,2494264,2435
8,our,8,smoc6,84.261,2497364,2494124,2435
8,our,8,smoc7,82.476,2497816,2492940,2434
8,our,8,smoc8,15.299,2497872,2493304,2434
8,our,9,smoc1,81.488,2495844,2494320,2435
8,our,9,smoc2,80.926,2492204,2491180,2432
8,our,9,smoc3,82.874,2496724,2494240,2435
8,our,9,smoc4,81.651,2494048,2492612,2434
8,our,9,smoc5,81.365,2507348,2500288,2441
8,our,9,smoc6,82.425,2500272,2495432,2436
8,our,9,smoc7,82.417,2495584,2493092,2434
8,our,9,smoc8,15.424,2499788,2495472,2436
8,our,10,smoc1,81.693,2496272,2495044,2436
8,our,10,smoc2,79.751,2498908,2496424,2437
8,our,10,smoc3,79.888,2511628,2504592,2445
8,our,10,smoc4,79.539,2501184,2496332,2437
8,our,10,smoc5,79.522,2495172,2492688,2434
8,our,10,smoc6,80.313,2494548,2493024,2434
8,our,10,smoc7,79.862,2499356,2494208,2435
8,our,10,smoc8,16.553,2497544,2492652,2434
8,base,1,smoc1,80.187,2498536,2497104,2438
8,base,1,smoc2,81.605,2491520,2491260,2432
8,base,1,smoc3,80.881,2508700,2501632,2443
8,base,1,smoc4,80.685,2502324,2499472,2440
8,base,1,smoc5,80.978,2506928,2499868,2441
8,base,1,smoc6,80.413,2498232,2497972,2439
8,base,1,smoc7,80.008,2498572,2496176,2437
8,base,1,smoc8,12.251,2496408,2495336,2436
8,base,2,smoc1,80.734,2495168,2494844,2436
8,base,2,smoc2,80.604,2497088,2496752,2438
8,base,2,smoc3,80.661,2494552,2494292,2435
8,base,2,smoc4,80.476,2494888,2494504,2436
8,base,2,smoc5,81.211,2496044,2494624,2436
8,base,2,smoc6,80.496,2508504,2501444,2442
8,base,2,smoc7,80.746,2508684,2501624,2442
8,base,2,smoc8,11.893,2497640,2496568,2438
8,base,3,smoc1,79.272,2508608,2501548,2442
8,base,3,smoc2,80.201,2507880,2500820,2442
8,base,3,smoc3,79.634,2504252,2500980,2442
8,base,3,smoc4,80.429,2507392,2500332,2441
8,base,3,smoc5,79.769,2496896,2496604,2438
8,base,3,smoc6,80.777,2495956,2495664,2437
8,base,3,smoc7,80.271,2506584,2499520,2440
8,base,3,smoc8,11.868,2495676,2494652,2436
8,base,4,smoc1,87.238,2499748,2498324,2439
8,base,4,smoc2,86.429,2499468,2499208,2440
8,base,4,smoc3,87.206,2495840,2491768,2433
8,base,4,smoc4,86.064,2498220,2493328,2434
8,base,4,smoc5,86.376,2506324,2499264,2440
8,base,4,smoc6,86.707,2499280,2494444,2435
8,base,4,smoc7,85.991,2496688,2496396,2437
8,base,4,smoc8,12.536,2495992,2495992,2437
8,base,5,smoc1,80.338,2506936,2499876,2441
8,base,5,smoc2,81.828,2508860,2501804,2443
8,base,5,smoc3,82.578,2507400,2500332,2441
8,base,5,smoc4,81.22,2507156,2500096,2441
8,base,5,smoc5,81.001,2508116,2501056,2442
8,base,5,smoc6,82.074,2497268,2492236,2433
8,base,5,smoc7,81.029,2501492,2496316,2437
8,base,5,smoc8,11.718,2496816,2491980,2433
8,base,6,smoc1,82.054,2506432,2499372,2440
8,base,6,smoc2,81.269,2508436,2501380,2442
8,base,6,smoc3,80.826,2497148,2496124,2437
8,base,6,smoc4,80.215,2507464,2500404,2441
8,base,6,smoc5,80.839,2507872,2500812,2442
8,base,6,smoc6,81.55,2502508,2496336,2437
8,base,6,smoc7,82.533,2498080,2496596,2438
8,base,6,smoc8,11.686,2492944,2492944,2434
8,base,7,smoc1,82.272,2494288,2492852,2434
8,base,7,smoc2,83.06,2507368,2500312,2441
8,base,7,smoc3,83.777,2494572,2493344,2434
8,base,7,smoc4,82.899,2506572,2499508,2440
8,base,7,smoc5,82.297,2502524,2498404,2439
8,base,7,smoc6,81.584,2506148,2499088,2440
8,base,7,smoc7,83.012,2505812,2498752,2440
8,base,7,smoc8,11.826,2504540,2496884,2438
8,base,8,smoc1,81.296,2496572,2496232,2437
8,base,8,smoc2,81.676,2508384,2501324,2442
8,base,8,smoc3,81.199,2493392,2493068,2434
8,base,8,smoc4,82.103,2498380,2493348,2434
8,base,8,smoc5,81.551,2496916,2496680,2438
8,base,8,smoc6,81.789,2498912,2493920,2435
8,base,8,smoc7,82.799,2495704,2493972,2435
8,base,8,smoc8,11.893,2491436,2491436,2433
8,base,9,smoc1,81.537,2494420,2493812,2435
8,base,9,smoc2,81.81,2491380,2491056,2432
8,base,9,smoc3,81.84,2495076,2493652,2435
8,base,9,smoc4,81.224,2494080,2492656,2434
8,base,9,smoc5,83.336,2495124,2494792,2436
8,base,9,smoc6,81.552,2498940,2498604,2440
8,base,9,smoc7,81.611,2492060,2491736,2433
8,base,9,smoc8,12.63,2503976,2496920,2438
8,base,10,smoc1,83.745,2497752,2497428,2438
8,base,10,smoc2,83.978,2499024,2497592,2439
8,base,10,smoc3,84.604,2499140,2494304,2435
8,base,10,smoc4,82.662,2498184,2497112,2438
8,base,10,smoc5,83.153,2494656,2493232,2434
8,base,10,smoc6,83.04,2497444,2496008,2437
8,base,10,smoc7,82.379,2506844,2499784,2441
8,base,10,smoc8,12.918,2491480,2491480,2433
