ReplicaSet,Solution,Experiment,SmocId,RestoreDurationInSec,VmPeak,VmSize,VmHWM,VmRSS,VmData,DeltaMemoryUsageInKbFromTop
12,distributed,7,smoc1,34.484,7024,6796,81640,89304,59896,4087
12,distributed,7,smoc2,34.758,5100,6372,74620,83068,61180,4089
12,distributed,7,smoc3,33.946,6884,10008,78020,88144,70968,4080
12,distributed,7,smoc4,33.536,4960,6932,71184,84632,67232,4087
12,distributed,7,smoc5,34.002,4168,6932,8568,16852,22288,4082
12,distributed,7,smoc6,32.369,11864,8060,74884,81136,68960,4086
12,distributed,7,smoc7,34.329,6124,6728,70620,83340,36640,4089
12,distributed,7,smoc8,31.731,7204,6964,80192,91708,61012,4083
12,distributed,7,smoc9,32.734,5556,7616,31420,36740,43348,4085
12,distributed,7,smoc10,33.51,11540,9340,81196,84960,64492,4072
12,distributed,7,smoc11,35.596,10420,8852,74836,82244,60752,4090
12,distributed,7,smoc12,32.403,8972,6932,84200,87280,55732,4072
12,distributed,7,smoc13,8.313,16604,16888,78984,77668,89892,4086
12,distributed,8,smoc1,37.249,11328,9080,60624,71560,59052,4089
12,distributed,8,smoc2,33.979,11572,9428,62588,75244,60088,4088
12,distributed,8,smoc3,32.907,6412,10872,75052,80776,63804,4084
12,distributed,8,smoc4,33.87,11532,7988,63552,69208,57080,4085
12,distributed,8,smoc5,32.671,10628,10192,61124,68688,63344,4075
12,distributed,8,smoc6,34.698,11492,9108,77040,81480,65056,4079
12,distributed,8,smoc7,33.957,6308,6736,69780,78076,63552,4074
12,distributed,8,smoc8,31.173,9196,8844,54864,82208,62032,4090
12,distributed,8,smoc9,33.924,10292,6668,74448,82500,55028,4090
12,distributed,8,smoc10,33.508,11100,10600,12196,15012,17404,4075
12,distributed,8,smoc11,33.116,6500,9808,80292,86716,52728,4074
12,distributed,8,smoc12,32.788,10252,8096,31136,31876,23428,4080
12,distributed,8,smoc13,9.036,13056,11224,108808,107272,161892,4093
12,distributed,9,smoc1,34.839,204,10172,63544,82820,57228,4088
12,distributed,9,smoc2,35.452,428,9728,51880,67000,74492,4087
12,distributed,9,smoc3,34.488,5456,9344,73944,79204,61848,4069
12,distributed,9,smoc4,34.849,6720,7324,70468,81376,58168,4086
12,distributed,9,smoc5,34.479,9360,6504,66192,69784,58112,4079
12,distributed,9,smoc6,35.12,5080,8084,74596,82424,49044,4082
12,distributed,9,smoc7,32.822,6916,9540,60904,70924,59388,4082
12,distributed,9,smoc8,35.202,3320,9880,53360,70932,60104,4085
12,distributed,9,smoc9,34.645,5364,7908,73308,81960,41036,4084
12,distributed,9,smoc10,34.178,11148,9080,81012,84952,48312,4073
12,distributed,9,smoc11,35.282,7876,7012,16048,18200,12260,4075
12,distributed,9,smoc12,35.798,9836,8504,29768,36108,28588,4091
12,distributed,9,smoc13,7.751,12440,7716,74588,76372,59972,4091
12,distributed,10,smoc1,33.815,7364,6732,65220,71064,63708,4075
12,distributed,10,smoc2,33.95,9492,10528,72544,80216,66068,4079
12,distributed,10,smoc3,34.215,10888,7400,40648,56572,8500,4086
12,distributed,10,smoc4,33.556,5672,8784,75460,82392,58272,4078
12,distributed,10,smoc5,33.732,10220,8392,55592,65696,58756,4086
12,distributed,10,smoc6,33.768,4348,6820,57168,69668,55232,4085
12,distributed,10,smoc7,33.081,11812,7996,27352,24604,20148,4070
12,distributed,10,smoc8,32.427,1828,10968,49816,72292,61480,4087
12,distributed,10,smoc9,32.287,11444,8228,72320,81636,58092,4076
12,distributed,10,smoc10,32.995,4216,9572,73328,78236,56616,4076
12,distributed,10,smoc11,32.245,5324,9228,79424,87168,56724,4067
12,distributed,10,smoc12,32.205,7476,10860,75492,86464,58608,4074
12,distributed,10,smoc13,8.201,22788,21280,72436,73048,67948,4086
12,centralized,1,smoc1,31.802,10684,7828,20472,17120,17744,4090
12,centralized,1,smoc2,32.354,6756,6380,73612,79108,58412,4075
12,centralized,1,smoc3,32.503,5164,7348,63204,71468,62084,4080
12,centralized,1,smoc4,33.017,11148,10780,75328,83360,71200,4071
12,centralized,1,smoc5,32.275,8840,9260,18416,21324,6796,4090
12,centralized,1,smoc6,31.461,4400,6788,74052,81076,55352,4089
12,centralized,1,smoc7,32.256,10628,7256,24332,28572,24364,4076
12,centralized,1,smoc8,33.533,6924,5788,42088,61960,45120,4088
12,centralized,1,smoc9,33.604,4600,9552,69704,85648,72308,4091
12,centralized,1,smoc10,32.305,556,9312,65328,81708,58220,4085
12,centralized,1,smoc11,29.371,11068,10572,55036,71664,51868,4085
12,centralized,1,smoc12,32.764,6552,6792,76240,81956,72068,4077
12,centralized,1,smoc13,5.909,13036,3072,49128,47472,38324,4086
12,centralized,2,smoc1,31.802,3692,9564,71168,87820,61740,4092
12,centralized,2,smoc2,33.371,6108,7388,73584,79296,65700,4083
12,centralized,2,smoc3,33.734,6096,5788,16840,22308,20796,4082
12,centralized,2,smoc4,32.371,10332,10816,65976,86092,59564,4085
12,centralized,2,smoc5,32.284,6088,9568,73632,81928,60828,4076
