ReplicaSet,Solution,SmocId,Experiment,RestoreDurationInSec,VmPeak,VmSize,VmHWM,VmRSS,VmData,DeltaMemoryUsageInKbFromTop
8,centralized,smoc6,2,21.556,9144,8316,102464,109680,97896,3549
8,centralized,smoc7,2,21.002,10876,11036,75244,89796,54084,3557
8,centralized,smoc8,2,21.296,7508,9388,103984,118228,72020,3570
8,centralized,smoc9,2,4.930,8972,7520,52764,55232,89432,3567
8,centralized,smoc1,3,20.028,13500,10816,99332,106812,61752,3555
8,centralized,smoc2,3,19.958,6736,8804,109912,119024,74212,3553
8,centralized,smoc3,3,20.12,6372,11804,101752,109552,71912,3557
8,centralized,smoc4,3,19.527,9032,12008,79488,88660,61340,3563
8,centralized,smoc5,3,18.847,13500,8504,93544,100288,90672,3546
8,centralized,smoc6,3,20.685,8660,7588,82488,91572,54268,3558
8,centralized,smoc7,3,18.931,12956,12208,115464,117444,72004,3547
8,centralized,smoc8,3,20.56,13164,12916,90268,101420,56628,3563
8,centralized,smoc9,3,4.957,9504,5272,48636,40872,64860,3560
8,centralized,smoc1,4,20.894,5796,6264,106304,117068,63948,3564
8,centralized,smoc2,4,19.207,11024,10404,82028,90376,51956,3552
8,centralized,smoc3,4,19.464,10124,9820,105760,114472,67392,3551
8,centralized,smoc4,4,20.072,12628,10464,94312,103368,60032,3553
8,centralized,smoc5,4,20.352,11464,11988,98700,101516,60124,3546
8,centralized,smoc6,4,19.544,7604,9564,138968,146784,85512,3559
8,centralized,smoc7,4,19.866,5780,9500,114660,130960,69904,3552
8,centralized,smoc8,4,18.949,10128,11520,148116,149308,134152,3547
8,centralized,smoc9,4,5.046,2924,2192,86572,87252,424,3559
8,centralized,smoc1,5,20.656,6632,10284,73920,84380,52532,3562
8,centralized,smoc2,5,20.989,13732,11532,85844,98220,59608,3561
8,centralized,smoc3,5,20.112,4844,9348,111260,124604,72580,3564
8,centralized,smoc4,5,19.716,5376,8720,94428,113456,100224,3555
8,centralized,smoc5,5,19.27,4660,9544,103440,117320,103696,3562
8,centralized,smoc6,5,19.631,6988,9404,104680,109048,57920,3565
8,centralized,smoc7,5,20.696,12084,8808,102184,108500,62804,3551
8,centralized,smoc8,5,20.301,9076,12780,94316,107512,63436,3557
8,centralized,smoc9,5,5.096,3564,3268,64980,68272,68720,3558
8,centralized,smoc1,6,20.261,7844,9544,129408,146472,128732,3567
8,centralized,smoc2,6,21.487,8300,9568,86188,95112,58096,3565
8,centralized,smoc3,6,19.471,10328,9744,148984,155772,94776,3545
8,centralized,smoc4,6,21.309,12980,9904,96292,107568,57752,3560
8,centralized,smoc5,6,21.41,7092,9456,107532,114340,99556,3554
8,centralized,smoc6,6,20.998,6624,9404,118300,136512,139292,3570
8,centralized,smoc7,6,20.764,7700,9344,97504,111688,100404,3562
8,centralized,smoc8,6,19.839,8888,11776,113440,118024,66892,3544
8,centralized,smoc9,6,4.985,11460,8016,48056,45304,67016,3561
8,centralized,smoc1,7,19.756,7460,5660,78892,85140,50420,3558
8,centralized,smoc2,7,18.957,13224,10880,142472,160660,83500,3564
8,centralized,smoc3,7,20.7,10876,11228,145168,155888,80644,3561
8,centralized,smoc4,7,20.595,23228,21256,81228,85524,66752,3565
8,centralized,smoc5,7,20.129,7344,9984,94308,100580,66792,3558
8,centralized,smoc6,7,20.169,7744,12008,92716,102188,56596,3556
8,centralized,smoc7,7,20.284,13452,8856,124772,133704,71292,3563
8,centralized,smoc8,7,20.571,13268,11396,94484,98432,59384,3552
8,centralized,smoc9,7,4.633,8188,4224,48824,44976,52044,3561
8,centralized,smoc1,8,19.667,12844,13260,111788,115448,98388,3543
8,centralized,smoc2,8,19.967,12156,7856,112356,119108,98608,3565
8,centralized,smoc3,8,20.188,8160,9572,91372,97108,57988,3564
8,centralized,smoc4,8,19.767,13500,10076,98772,101308,54188,3554
8,centralized,smoc5,8,19.231,6424,9548,97924,106308,63480,3554
8,centralized,smoc6,8,19.921,18264,18176,159420,162004,175656,3552
8,centralized,smoc7,8,20.17,13500,10304,98496,105184,58164,3550
8,centralized,smoc8,8,20.044,7220,11108,136700,148192,133812,3549
8,centralized,smoc9,8,4.795,1164,3292,67840,62480,57512,3551
8,centralized,smoc1,9,21.12,7848,9288,131992,138828,77448,3550
8,centralized,smoc2,9,19.672,8576,9716,137040,142164,135276,3558
8,centralized,smoc3,9,20.602,13684,8392,110544,114768,68728,3562
8,centralized,smoc4,9,21.399,3948,8184,151164,165476,169112,3562
8,centralized,smoc5,9,20.247,4508,9616,109512,117960,59664,3552
8,centralized,smoc6,9,21.209,13452,10648,102756,110384,63492,3564
8,centralized,smoc7,9,19.262,13916,10640,90080,102400,57196,3562
8,centralized,smoc8,9,19.995,12544,10144,123284,130108,80368,3559
8,centralized,smoc9,9,5.966,3968,8,93956,95352,8944,3558
8,centralized,smoc1,10,20.543,11464,10836,98084,103360,51144,3556
8,centralized,smoc2,10,18.405,10948,10780,98456,109304,61132,3550
8,centralized,smoc3,10,20.261,1876,9256,130628,144508,136400,3560
8,centralized,smoc4,10,20.318,8468,9148,116428,126640,116272,3558
8,centralized,smoc5,10,19.858,10028,10044,117604,124192,68896,3563
8,centralized,smoc6,10,19.905,13268,13684,127096,131224,116984,3560
8,centralized,smoc7,10,20.586,10472,7316,107724,113856,61748,3567
8,centralized,smoc8,10,18.623,13452,8548,81336,85800,59428,3560
8,centralized,smoc9,10,4.410,4568,5192,52740,51996,67576,3552
8,distributed,smoc1,1,19.141,10824,10040,106284,118380,101564,3553
8,distributed,smoc2,1,19.657,8712,7316,96968,107340,96424,3554
8,distributed,smoc3,1,21.006,11848,13500,97616,114696,72232,3563
8,distributed,smoc4,1,20.566,13104,7364,92840,99816,62744,3552
8,distributed,smoc5,1,19.469,13732,13268,148620,159224,163360,3567
8,distributed,smoc6,1,20.329,11948,10232,109260,118156,107816,3553
8,distributed,smoc7,1,19.137,13732,11532,120780,133840,75152,3566
8,distributed,smoc8,1,19.037,9368,7316,109472,116560,65620,3553
8,distributed,smoc9,1,9.142,10516,6676,101168,105252,116252,3566
8,distributed,smoc1,2,19.331,9232,7856,127644,128744,118484,3563
8,distributed,smoc2,2,18.776,12112,11340,82536,88744,55232,3549
8,distributed,smoc3,2,19.825,8928,9388,82380,107032,56364,3571
8,distributed,smoc4,2,19.319,6912,10072,136384,149920,154616,3559
8,distributed,smoc5,2,18.295,9644,8812,85428,95804,60248,3553
8,distributed,smoc6,2,19.115,8420,9796,115916,125560,66608,3550
8,distributed,smoc7,2,19.713,8648,9984,95624,102516,57224,3564
8,distributed,smoc8,2,18.859,11504,8624,159740,168876,178856,3558
8,distributed,smoc9,2,6.026,8060,5476,75740,75936,98348,3564
8,distributed,smoc1,3,19.237,7548,10064,130184,134116,85872,3549
8,distributed,smoc2,3,19.039,7776,9288,150500,154892,101928,3558
8,distributed,smoc3,3,19.076,6876,10224,81408,91528,51752,3563
8,distributed,smoc4,3,18.245,10932,10720,170292,173656,116792,3563
8,distributed,smoc5,3,19.115,9224,10600,87468,97800,58172,3557
8,distributed,smoc6,3,19.958,4172,9568,109176,118328,113936,3557
8,distributed,smoc7,3,20.117,8524,9220,101916,111592,59068,3560
8,distributed,smoc8,3,19.345,9296,10848,118692,126748,73948,3551
8,distributed,smoc9,3,6.341,9000,272,72312,72640,103452,3555
8,distributed,smoc1,4,21.166,10668,10340,98704,109448,56820,3562
8,distributed,smoc2,4,20.829,12680,11396,120752,128324,80676,3556
8,distributed,smoc3,4,20.308,5172,8272,116968,124576,70228,3560
8,distributed,smoc4,4,19.574,11472,9448,95012,99440,84012,3552
8,distributed,smoc5,4,19.388,7940,8672,144500,155400,97468,3552
8,distributed,smoc6,4,20.888,12328,10916,96428,108048,66744,3563
8,distributed,smoc7,4,20.478,8884,9812,104840,108920,64772,3554
8,distributed,smoc8,4,20.896,12160,12832,94364,97968,54520,3546
8,distributed,smoc9,4,5.463,10108,4608,71876,70880,50196,3564
8,distributed,smoc1,5,20.079,10580,10752,98680,103892,56484,3560
8,distributed,smoc2,5,18.978,6672,9776,86448,93448,57944,3545
8,distributed,smoc3,5,19.426,9368,10520,105132,110000,60664,3547
8,distributed,smoc4,5,19.332,9312,11340,85588,94284,52560,3553
8,distributed,smoc5,5,19.373,11568,10440,130228,136980,118360,3566
8,distributed,smoc6,5,21.092,8780,12012,107244,112240,99912,3563
8,distributed,smoc7,5,19.982,3100,7072,108296,123232,68068,3553
8,distributed,smoc8,5,20.787,10436,10600,96080,103932,60232,3560
8,distributed,smoc9,5,5.455,17364,12752,80836,77908,60776,3565
8,distributed,smoc1,6,18.999,13240,10184,101896,109188,59292,3550
8,distributed,smoc2,6,21.033,13016,11048,79648,86144,51584,3550
8,distributed,smoc3,6,21.568,13452,10640,95636,97352,67460,3551
8,distributed,smoc4,6,20.381,7956,9784,92504,104644,59964,3564
8,distributed,smoc5,6,20.07,7824,6080,125144,135004,72116,3554
8,distributed,smoc6,6,20.627,9996,7884,89900,100740,62984,3561
8,distributed,smoc7,6,19.474,8684,11108,80040,87588,60400,3560
8,distributed,smoc8,6,20.15,7108,7316,150728,159420,157912,3563
8,distributed,smoc9,6,6.154,16280,10412,77584,80776,92320,3559
8,distributed,smoc1,7,19.508,5084,9036,116184,128780,63408,3554
8,distributed,smoc2,7,21.133,24468,23796,106256,111400,106652,3562
8,distributed,smoc3,7,21.359,13500,10804,80328,86544,51940,3559
8,distributed,smoc4,7,21.415,4712,9036,87272,95656,56496,3554
8,distributed,smoc5,7,19.872,13684,8392,114392,125104,69464,3554
8,distributed,smoc6,7,20.08,12124,10996,108080,109180,57876,3562
8,distributed,smoc7,7,21.356,11464,11432,125920,129052,77792,3559
8,distributed,smoc8,7,20.571,2772,9572,147116,159968,163824,3557
8,distributed,smoc9,7,5.493,9760,2684,81912,75916,94764,3566
8,distributed,smoc1,8,19.439,5396,8784,100280,111028,59256,3551
8,distributed,smoc2,8,19.813,6308,9036,85672,90988,58804,3549
8,distributed,smoc3,8,20.165,10592,9552,108208,111092,61632,3545
8,distributed,smoc4,8,18.984,11168,7548,146492,156232,84248,3549
8,distributed,smoc5,8,19.474,13500,11036,82592,93516,59824,3552
8,distributed,smoc6,8,19.061,11760,9952,111972,117420,67804,3547
8,distributed,smoc7,8,20.331,5440,10752,96412,107928,60144,3561
8,distributed,smoc8,8,17.625,13664,10848,111692,112940,96912,3546
8,distributed,smoc9,8,5.356,21696,14104,86064,86476,111484,3553
8,distributed,smoc1,9,20.654,12448,10656,98292,104632,56960,3550
8,distributed,smoc2,9,18.684,12996,15824,152700,154596,140568,3547
8,distributed,smoc3,9,19.534,10872,10288,104864,115440,68532,3558
8,distributed,smoc4,9,18.421,8424,10016,94268,113532,60624,3567
8,distributed,smoc5,9,20.535,10648,9696,104108,112076,66060,3555
8,distributed,smoc6,9,20.133,9080,12008,85700,93956,58620,3561
8,distributed,smoc7,9,20.639,11684,11872,88524,95144,50840,3559
8,distributed,smoc8,9,19.124,5032,8860,97900,107028,63908,3560
8,distributed,smoc9,9,5.723,14236,12540,72212,76036,61468,3561
8,distributed,smoc1,10,20.219,12576,10832,110164,113996,67568,3548
8,distributed,smoc2,10,19.526,12444,8600,132208,135820,126620,3563
8,distributed,smoc3,10,19.902,7664,7364,111600,111236,70152,3562
8,distributed,smoc4,10,20.032,7016,9844,144468,154600,86328,3550
8,distributed,smoc5,10,19.373,13528,9176,113968,118912,72044,3550
8,distributed,smoc6,10,19.536,13480,10480,113392,118352,110224,3557
8,distributed,smoc7,10,20.024,6160,9784,83172,91568,57056,3564
8,distributed,smoc8,10,20.147,8800,11776,114388,118612,74048,3561
8,distributed,smoc9,10,6.024,6660,92,90936,90732,138188,3556
8,mirrored,smoc1,1,23.378,13684,8856,144364,150580,93952,3563
8,mirrored,smoc2,1,23.09,3908,8800,198480,217640,157960,3559
8,mirrored,smoc3,1,24.801,13456,8624,222992,228888,173912,3560
8,mirrored,smoc4,1,24.859,8304,9040,201428,213688,159712,3567
8,mirrored,smoc5,1,24.145,8760,11036,195852,208272,159996,3551
8,mirrored,smoc6,1,24.137,2796,6896,161852,187048,129200,3561
8,mirrored,smoc7,1,24.732,7208,9032,214268,227264,166964,3564
8,mirrored,smoc8,1,22.454,13684,13492,198700,207832,164780,3565
8,mirrored,smoc9,1,7.545,12128,6168,102080,101436,114916,3555
8,mirrored,smoc1,2,19.315,13480,9544,112660,122568,73036,3553
8,mirrored,smoc2,2,19.945,8616,9556,84376,97608,50740,3554
8,mirrored,smoc3,2,19.834,8700,9044,94772,107748,60060,3567
8,mirrored,smoc4,2,19.561,8204,10788,105032,114196,66156,3557
8,mirrored,smoc5,2,18.549,21664,13572,101636,108956,63256,3563
8,mirrored,smoc6,2,19.602,7996,9556,108636,114124,66620,3562
8,mirrored,smoc7,2,19.302,8832,10824,121900,128564,78212,3550
8,mirrored,smoc8,2,19.753,8360,11752,94300,106540,60472,3550
8,mirrored,smoc9,2,5.421,11852,8432,74096,75784,95708,3564
8,mirrored,smoc1,3,18.764,8684,9736,118544,124716,71300,3550
8,mirrored,smoc2,3,18.818,8688,9016,115568,124260,108112,3567
8,mirrored,smoc3,3,20.584,13016,7904,77708,88920,52828,3553
8,mirrored,smoc4,3,20.169,13916,8900,110212,111304,67128,3552
8,mirrored,smoc5,3,20.396,12596,7536,141568,150960,79144,3564
8,mirrored,smoc6,3,18.97,7452,9080,94152,102348,60788,3564
8,mirrored,smoc7,3,20.054,13732,10840,98024,100468,87888,3563
8,mirrored,smoc8,3,20.453,13500,10580,80772,97832,59600,3566
8,mirrored,smoc9,3,4.819,21436,10876,88292,76860,66832,3560
8,mirrored,smoc1,4,19.026,8384,10780,112896,122816,70272,3560
8,mirrored,smoc2,4,18.958,12172,10800,103568,113636,64100,3567
8,mirrored,smoc3,4,18.861,11948,10816,105916,112584,56004,3552
8,mirrored,smoc4,4,20.428,8132,10548,94992,107864,71752,3555
8,mirrored,smoc5,4,19.067,13916,10588,100612,107852,64380,3545
8,mirrored,smoc6,4,19.964,11084,11048,120432,128800,121300,3554
8,mirrored,smoc7,4,19.434,1020,7016,77608,95640,59080,3563
8,mirrored,smoc8,4,19.299,7760,8668,133856,141368,78712,3542
8,mirrored,smoc9,4,4.962,21616,14120,93356,95620,111336,3558
8,mirrored,smoc1,5,21.263,7788,10492,124324,129700,76200,3561
8,mirrored,smoc2,5,20.598,13732,10588,113996,123292,84164,3552
8,mirrored,smoc3,5,19.952,6484,9156,137864,145000,133140,3557
8,mirrored,smoc4,5,20.883,4496,9000,87776,96808,57644,3554
8,mirrored,smoc5,5,21.394,14840,14912,113688,120560,76224,3564
8,mirrored,smoc6,5,20.923,12208,9784,98052,104232,106688,3561
8,mirrored,smoc7,5,19.9,7504,8148,78664,100316,60900,3564
8,mirrored,smoc8,5,19.396,10428,9856,82188,93544,56672,3551
8,mirrored,smoc9,5,6.044,6560,1632,76244,75348,68732,3566
8,mirrored,smoc1,6,21.426,10744,10052,110848,128156,71740,3561
8,mirrored,smoc2,6,19.96,10380,10540,116904,126912,77504,3562
8,mirrored,smoc3,6,20.678,10496,9340,91756,99048,56852,3552
8,mirrored,smoc4,6,20.014,8828,7548,90848,98468,56848,3549
8,mirrored,smoc5,6,18.608,6528,9252,117848,131872,69000,3558
8,mirrored,smoc6,6,19.828,5144,9788,140592,152244,141884,3561
8,mirrored,smoc7,6,21.117,6876,10608,129112,148184,86052,3562
8,mirrored,smoc8,6,20.743,9324,10048,67568,86248,57068,3567
8,mirrored,smoc9,6,5.263,8284,3224,72360,73944,109240,3562
,mirrored,smoc1,7,21.268,8140,11340,152364,158768,149200,3557
8,mirrored,smoc2,7,21.17,10416,9280,80884,83564,77308,3550
8,mirrored,smoc3,7,21.73,6724,9968,99732,108548,63476,3556
8,mirrored,smoc4,7,21.306,8900,9544,72384,85252,56860,3567
8,mirrored,smoc5,7,20.446,3896,7588,95912,105208,58788,3558
8,mirrored,smoc6,7,19.832,8176,6168,104064,114672,58852,3558
8,mirrored,smoc7,7,21.412,13452,8624,122828,130124,118320,3555
8,mirrored,smoc8,7,21.418,9608,10064,87864,98952,60644,3561
8,mirrored,smoc9,7,5.557,11684,6636,67596,60624,52596,3570
8,mirrored,smoc1,8,21.996,13056,11628,92552,100892,61372,3554
8,mirrored,smoc2,8,22.57,13500,10804,104272,109484,57008,3552
8,mirrored,smoc3,8,22.218,11256,10936,92908,100444,57560,3552
8,mirrored,smoc4,8,22.456,11312,10584,175356,186540,191012,3562
8,mirrored,smoc5,8,23.457,13224,10036,103604,107172,60628,3561
8,mirrored,smoc6,8,21.785,8720,11832,107844,118100,64644,3562
8,mirrored,smoc7,8,22.199,5336,5632,141120,148476,135364,3562
8,mirrored,smoc8,8,21.543,7300,9624,119596,124960,68988,3552
8,mirrored,smoc9,8,5.195,4356,4312,74044,72720,56020,3554
8,mirrored,smoc1,9,19.239,6888,9600,78800,89472,52220,3555
8,mirrored,smoc2,9,20.013,6408,7316,95844,120628,66764,3571
8,mirrored,smoc3,9,19.699,2396,9768,71468,87736,49992,3562
8,mirrored,smoc4,9,19.594,8024,9776,87248,97592,61864,3554
8,mirrored,smoc5,9,19.646,8756,10520,200576,204716,125676,3563
8,mirrored,smoc6,9,18.979,14552,10292,130392,134332,70056,3545
8,mirrored,smoc7,9,20.341,5732,8360,108756,127660,83376,3563
8,mirrored,smoc8,9,20.334,7084,9228,112584,114404,67340,3544
8,mirrored,smoc9,9,5.387,9332,7864,77648,78364,104432,3567
8,mirrored,smoc1,10,20.645,10552,9480,142380,149708,92316,3566
8,mirrored,smoc2,10,19.741,13684,11448,92848,97380,62248,3552
8,mirrored,smoc3,10,18.773,8660,10136,120244,129368,123080,3549
8,mirrored,smoc4,10,19.406,7204,9720,86364,96276,54300,3567
8,mirrored,smoc5,10,18.86,6448,9956,113624,121988,73628,3564
8,mirrored,smoc6,10,18.781,7828,9564,101552,110536,61260,3551
8,mirrored,smoc7,10,20.121,9076,9480,93176,102008,59008,3551
8,mirrored,smoc8,10,19.159,10648,8884,90604,102384,58148,3554
8,mirrored,smoc9,10,4.925,7644,3824,84316,86292,116180,3557
12,mirrored,smoc1,1,31.074,8604,8920,97336,108336,95432,3549
12,mirrored,smoc2,1,30.239,6804,5712,92580,101128,59672,3559
12,mirrored,smoc3,1,31.468,8376,7316,81156,93220,59428,3555
12,mirrored,smoc4,1,29.167,1316,9352,71068,86008,42176,3560
12,mirrored,smoc5,1,30.011,8684,7964,173364,180676,171104,3551
12,mirrored,smoc6,1,28.956,8148,8608,118440,136932,132408,3568
12,mirrored,smoc7,1,29.568,9812,8912,80036,87824,51836,3556
12,mirrored,smoc8,1,31.403,12156,10648,94112,104620,60688,3563
12,mirrored,smoc9,1,31.546,3428,9356,72872,93696,58884,3562
12,mirrored,smoc10,1,31.369,7208,6852,111856,119448,72292,3563
12,mirrored,smoc11,1,31.961,8904,9724,110612,122900,119196,3558
12,mirrored,smoc12,1,31.361,10360,8208,94268,108632,55200,3564
12,mirrored,smoc13,1,6.917,15584,15728,105256,107444,105884,3552
12,mirrored,smoc1,2,32.358,13500,8084,87864,98344,68432,3567
12,mirrored,smoc2,2,30.642,13684,8624,100628,106580,56316,3564
12,mirrored,smoc3,2,32.228,7532,7132,82824,96884,59408,3566
12,mirrored,smoc4,2,32.814,9800,7316,117428,127964,117576,3559
12,mirrored,smoc5,2,30.53,15840,11176,85088,93472,51580,3547
12,mirrored,smoc6,2,31.707,7016,7884,78500,90604,55644,3554
12,mirrored,smoc7,2,29.964,8784,11860,71912,98300,54648,3565
12,mirrored,smoc8,2,29.802,15364,15448,85188,92352,64624,3551
12,mirrored,smoc9,2,29.606,10876,9752,84404,89812,74188,3551
12,mirrored,smoc10,2,31.184,13508,9636,160648,164680,194084,3557
12,mirrored,smoc11,2,32.781,13268,8576,112008,119248,64652,3557
12,mirrored,smoc12,2,31.601,11852,8576,95664,104544,93268,3553
12,mirrored,smoc13,2,6.263,12828,8332,74264,71752,100184,3550
12,mirrored,smoc1,3,30.74,8788,7364,105240,113888,62992,3550
12,mirrored,smoc2,3,30.25,9572,10824,110204,114724,67744,3548
12,mirrored,smoc3,3,31.269,13500,11396,81032,88784,59336,3557
12,mirrored,smoc4,3,31.454,12180,7548,84168,87012,46016,3550
12,mirrored,smoc5,3,32.753,12292,9560,114848,122260,124952,3562
12,mirrored,smoc6,3,32.361,10932,7624,82160,91716,64088,3561
12,mirrored,smoc7,3,33.526,1644,9276,106724,117124,73320,3562
12,mirrored,smoc8,3,33.182,8528,7376,79432,87180,84096,3561
12,mirrored,smoc9,3,30.775,9376,10520,119908,122808,109764,3551
12,mirrored,smoc10,3,32.229,4616,8996,73072,89408,50800,3565
12,mirrored,smoc11,3,32.771,7796,5892,128444,135164,74888,3564
12,mirrored,smoc12,3,33.025,9456,10052,73916,88400,63268,3563
12,mirrored,smoc13,3,5.913,13288,11620,67624,63240,60436,3568
12,mirrored,smoc1,4,30.074,9064,7132,88520,95532,66544,3557
12,mirrored,smoc2,4,30.418,5820,7364,85192,93960,62440,3563
12,mirrored,smoc3,4,31.087,7424,9144,109720,114036,59752,3551
12,mirrored,smoc4,4,30.828,13360,8392,82612,92800,90696,3566
12,mirrored,smoc5,4,30.57,5352,5428,82476,89896,51444,3552
12,mirrored,smoc6,4,27.596,8740,7856,65680,84340,52076,3558
12,mirrored,smoc7,4,30.413,9312,11752,149640,167436,166296,3560
12,mirrored,smoc8,4,31.16,7100,8668,98156,107272,58412,3565
12,mirrored,smoc9,4,30.158,8596,9984,93036,103060,55768,3565
12,mirrored,smoc10,4,31.24,13916,8856,90204,96192,62132,3562
12,mirrored,smoc11,4,30.169,7504,9796,82604,93896,58980,3564
12,mirrored,smoc12,4,27.192,11584,8576,84524,104068,88024,3558
12,mirrored,smoc13,4,5.283,6648,928,58860,57460,103632,3565
12,mirrored,smoc1,5,29.59,9120,8576,65868,85020,45584,3562
12,mirrored,smoc2,5,28.28,9132,8624,85328,97576,57772,3559
12,mirrored,smoc3,5,28.545,13684,12780,104172,105560,60344,3545
12,mirrored,smoc4,5,31.602,13452,9440,85968,90596,53748,3563
12,mirrored,smoc5,5,28.502,9436,6476,76456,87340,52580,3550
12,mirrored,smoc6,5,31.254,9824,9588,86380,103852,95748,3570
12,mirrored,smoc7,5,30.388,4892,5892,88836,95728,47752,3564
12,mirrored,smoc8,5,30.711,4332,7692,69484,86900,56644,3560
12,mirrored,smoc9,5,31.114,1016,6004,87164,112912,66432,3563
12,mirrored,smoc10,5,30.672,6288,6688,73620,92908,58944,3564
12,mirrored,smoc11,5,29.598,6004,5892,82368,98080,86456,3561
12,mirrored,smoc12,5,31.476,4860,9288,122088,147444,78284,3570
12,mirrored,smoc13,5,6.053,8136,4076,61796,52636,46516,3564
12,mirrored,smoc1,6,32.116,6128,5892,91508,103996,66656,3557
12,mirrored,smoc2,6,32.254,3868,8404,78856,96632,56856,3560
12,mirrored,smoc3,6,29.451,872,9308,88468,109068,62000,3563
12,mirrored,smoc4,6,32.596,8612,7548,118660,136752,79140,3569
12,mirrored,smoc5,6,32.346,8480,7316,132840,140312,125996,3553
12,mirrored,smoc6,6,34.27,8852,10592,79544,92152,86256,3568
12,mirrored,smoc7,6,28.573,7604,6360,105196,121892,73804,3564
12,mirrored,smoc8,6,33.005,6652,7316,66492,82604,50952,3566
12,mirrored,smoc9,6,31.749,9512,7316,90564,94520,54620,3557
12,mirrored,smoc10,6,32.492,2644,7316,71076,91976,84020,3560
12,mirrored,smoc11,6,31.894,10556,9356,80964,93040,56016,3563
12,mirrored,smoc12,6,32.535,13732,8576,91108,97532,65664,3559
12,mirrored,smoc13,6,5.195,16132,10084,87212,90216,121016,3563
12,mirrored,smoc1,7,30.456,13376,13268,91596,96596,64784,3552
12,mirrored,smoc2,7,31.8,13212,8068,146796,154564,80160,3564
12,mirrored,smoc3,7,29.934,12128,10212,87548,95932,83972,3561
12,mirrored,smoc4,7,29.903,13712,9964,112284,119124,107424,3545
12,mirrored,smoc5,7,32.098,12072,11108,77928,88864,58056,3561
12,mirrored,smoc6,7,31.139,8956,10804,84816,94548,51788,3554
12,mirrored,smoc7,7,29.978,12592,7944,124516,134480,126764,3553
12,mirrored,smoc8,7,30.841,9540,9808,90384,105888,65676,3558
12,mirrored,smoc9,7,30.111,7960,7364,80256,87916,60324,3554
12,mirrored,smoc10,7,30.3,9268,11544,130344,140304,86608,3549
12,mirrored,smoc11,7,31.879,4084,9348,80284,96424,59276,3568
12,mirrored,smoc12,7,31.298,9028,9920,71452,83780,76464,3562
12,mirrored,smoc13,7,6.017,7368,3128,77764,77188,120680,3569
12,mirrored,smoc1,8,29.237,11252,6688,132400,143988,83564,3558
12,mirrored,smoc2,8,30.582,13732,9964,104608,111688,64692,3545
12,mirrored,smoc3,8,29.424,9840,6900,90020,99612,62460,3564
12,mirrored,smoc4,8,30.344,7208,5428,113388,128800,125836,3565
12,mirrored,smoc5,8,31.577,4132,9000,107960,124660,111460,3562
12,mirrored,smoc6,8,30.592,11948,7152,77512,95932,61432,3565
12,mirrored,smoc7,8,27.764,9592,5660,150428,148840,144436,3546
12,mirrored,smoc8,8,29.964,8940,8624,86544,92144,53180,3560
12,mirrored,smoc9,8,30.387,10036,11340,119532,124492,116156,3553
12,mirrored,smoc10,8,29.898,8220,8608,99024,109504,69368,3552
12,mirrored,smoc11,8,31.411,8860,12192,116664,132000,72608,3557
12,mirrored,smoc12,8,30.966,6928,7340,83476,95584,82424,3567
12,mirrored,smoc13,8,5.582,25956,26832,107692,101892,127348,3572
12,mirrored,smoc1,9,32.511,13488,8576,150292,158132,169240,3553
12,mirrored,smoc2,9,31.285,27108,27452,144764,143376,171296,3568
12,mirrored,smoc3,9,29.849,8744,8808,136224,148924,148108,3567
12,mirrored,smoc4,9,31.11,6420,11804,121960,135560,142856,3559
12,mirrored,smoc5,9,32.341,6832,11520,126800,131988,120676,3553
12,mirrored,smoc6,9,32.54,13112,10076,71388,82620,54660,3557
12,mirrored,smoc7,9,30.787,8724,9216,143284,149384,138652,3564
12,mirrored,smoc8,9,29.308,7564,5724,106968,112184,108040,3542
12,mirrored,smoc9,9,31.722,8320,7548,79324,87872,53640,3556
12,mirrored,smoc10,9,33.001,8788,8808,69728,89236,60448,3563
12,mirrored,smoc11,9,32.7,10228,7548,96556,105120,59612,3569
12,mirrored,smoc12,9,31.654,10680,7316,169248,175528,165916,3563
12,mirrored,smoc13,9,5.759,7440,2704,71256,71120,105740,3562
12,mirrored,smoc1,10,31.585,6972,12000,135096,148596,87252,3563
12,mirrored,smoc2,10,32.317,14508,9204,101272,103748,105660,3554
12,mirrored,smoc3,10,30.756,6016,6632,104252,116072,106208,3568
12,mirrored,smoc4,10,31.569,1716,9436,113528,125448,118736,3558
12,mirrored,smoc5,10,31.494,12036,8392,110500,126568,120016,3565
12,mirrored,smoc6,10,32.175,12268,7596,125704,135228,68000,3552
12,mirrored,smoc7,10,32.361,11668,8064,63168,81008,52520,3562
12,mirrored,smoc8,10,32.685,8768,13036,144280,152628,185176,3550
12,mirrored,smoc9,10,30.786,7536,6136,87852,96060,54676,3560
12,mirrored,smoc10,10,31.404,8520,7316,101348,115408,109308,3560
12,mirrored,smoc11,10,30.392,4400,6032,105904,119300,117888,3554
12,mirrored,smoc12,10,31.206,2192,8884,85196,107796,90760,3563
12,mirrored,smoc13,10,6.455,10332,2564,70832,69704,55696,3564
12,conventional,smoc1,1,35.133,7432,5892,180508,182412,128380,3555
12,conventional,smoc2,1,36.117,8760,12136,157696,162732,97640,3554
12,conventional,smoc3,1,35.55,6668,7940,161932,170728,110996,3564
12,conventional,smoc4,1,35.015,6664,7316,196244,203012,141904,3566
12,conventional,smoc5,1,34.889,13204,7968,148176,162320,93732,3562
