ReplicaSet,Solution,SmocId,Experiment,RestoreDurationInSec,VmPeak,VmSize,VmHWM,VmRSS,VmData,DeltaMemoryUsageInKbFromTop
10,centralized,smoc2,2,25.988,7624,6124,80428,100052,54896,3556
10,centralized,smoc3,2,24.739,10168,7316,134728,148596,125284,3554
10,centralized,smoc4,2,25.644,2416,9036,96680,115512,63524,3559
10,centralized,smoc5,2,25.654,22000,15628,87864,88244,64400,3558
10,centralized,smoc6,2,26.137,6952,6020,94152,99596,56092,3561
10,centralized,smoc7,2,26.43,12668,10504,95328,106800,62240,3560
10,centralized,smoc8,2,26.748,5820,8068,97292,110016,60036,3551
10,centralized,smoc9,2,26.813,12244,10780,143924,152568,152088,3554
10,centralized,smoc10,2,26.081,3764,9328,87720,100384,66412,3563
10,centralized,smoc11,2,4.349,10352,7380,76140,73736,55664,3559
10,centralized,smoc1,3,26.471,9216,7364,126292,133256,118900,3558
10,centralized,smoc2,3,25.883,3580,7976,115544,127380,76092,3567
10,centralized,smoc3,3,27.389,13300,12780,108028,115048,64280,3552
10,centralized,smoc4,3,26.219,11860,10288,93536,97944,59052,3546
10,centralized,smoc5,3,26.087,9156,9216,115512,120112,69320,3563
10,centralized,smoc6,3,26.198,11816,10428,88960,102348,53432,3565
10,centralized,smoc7,3,24.827,9304,5892,165556,180328,185524,3563
10,centralized,smoc8,3,27.037,8980,9500,120360,123836,70996,3563
10,centralized,smoc9,3,26.009,7068,9512,81352,90576,44080,3551
10,centralized,smoc10,3,23.982,8920,7596,90292,100532,55876,3551
10,centralized,smoc11,3,4.820,6196,5536,74432,77232,71432,3549
10,centralized,smoc1,4,25.154,5876,10272,121232,131580,129568,3559
10,centralized,smoc2,4,24.959,9568,6920,82932,91388,59988,3562
10,centralized,smoc3,4,23.409,11168,7132,86948,107844,49372,3567
10,centralized,smoc4,4,25.648,11996,10260,80808,86648,53116,3556
10,centralized,smoc5,4,24.785,13684,8728,99100,113780,61840,3558
10,centralized,smoc6,4,24.007,9184,10580,99544,110228,100284,3566
10,centralized,smoc7,4,25.095,10240,6440,120332,122876,59360,3563
10,centralized,smoc8,4,24.418,11488,10064,81928,91612,51852,3561
10,centralized,smoc9,4,24.801,13684,10876,93440,107328,58164,3564
10,centralized,smoc10,4,24.935,12680,12012,92124,99068,51264,3562
10,centralized,smoc11,4,5.652,3008,212,33648,30832,50300,3559
10,centralized,smoc1,5,25.004,3020,8028,80512,89660,50808,3560
10,centralized,smoc2,5,25.909,7224,10060,105308,106884,58068,3565
10,centralized,smoc3,5,25.829,13452,11820,136344,141164,133472,3553
10,centralized,smoc4,5,26.553,12512,7368,100404,111176,89576,3557
10,centralized,smoc5,5,24.93,10696,9040,105704,118576,64880,3553
10,centralized,smoc6,5,24.315,16552,13592,99592,105852,62060,3565
10,centralized,smoc7,5,24.325,6240,9456,83888,100348,61752,3559
10,centralized,smoc8,5,24.843,13480,10408,142692,147124,146148,3545
10,centralized,smoc9,5,24.592,13732,9964,81844,96100,57600,3565
10,centralized,smoc10,5,25.097,11220,7936,88476,90584,53032,3551
10,centralized,smoc11,5,5.094,7124,4664,70644,72396,59520,3553
10,centralized,smoc1,6,26.305,7020,5660,85112,93708,44364,3569
10,centralized,smoc2,6,24.488,8648,8912,86336,99376,54356,3556
10,centralized,smoc3,6,23.96,8336,5892,77068,88800,56732,3564
10,centralized,smoc4,6,26.104,10664,10128,135528,141056,132972,3558
10,centralized,smoc5,6,26.058,4116,10212,90444,105000,60440,3561
10,centralized,smoc6,6,24.785,4848,6280,105096,117040,60300,3559
10,centralized,smoc7,6,26.095,9588,9620,107868,113968,56984,3564
10,centralized,smoc8,6,26.324,6276,7136,93460,110360,51164,3563
10,centralized,smoc9,6,25.816,9508,7624,97608,99684,55516,3561
10,centralized,smoc10,6,26.524,7448,8908,94628,111596,59392,3564
10,centralized,smoc11,6,4.541,14480,10404,53428,50856,68820,3562
10,centralized,smoc1,7,26.461,13024,9924,95628,103884,56972,3564
10,centralized,smoc2,7,26.113,7960,9268,97264,104704,58384,3550
10,centralized,smoc3,7,24.455,11128,10868,121396,125200,71572,3551
10,centralized,smoc4,7,26.33,7096,5688,84112,93168,62564,3553
10,centralized,smoc5,7,26.81,8700,7316,82384,88896,52616,3562
10,centralized,smoc6,7,26.381,13916,11312,86552,92372,47532,3564
10,centralized,smoc7,7,25.487,7440,7084,166872,176824,181012,3561
10,centralized,smoc8,7,25.779,7636,6748,107516,113080,66456,3550
10,centralized,smoc9,7,25.586,11852,9212,108496,115444,62292,3559
10,centralized,smoc10,7,24.846,10060,10536,146844,151160,144592,3551
10,centralized,smoc11,7,5.053,10808,8736,40092,41780,63844,3559
10,centralized,smoc1,8,29.072,9124,8728,91712,96724,64208,3561
10,centralized,smoc2,8,29.256,2700,9232,68696,90588,60128,3561
10,centralized,smoc3,8,27.684,11924,7200,68116,81496,74024,3571
10,centralized,smoc4,8,29.706,13732,8320,99608,114308,62844,3567
10,centralized,smoc5,8,28.724,8424,10404,94132,105224,62364,3570
10,centralized,smoc6,8,28.408,7540,5508,98232,99856,86408,3546
10,centralized,smoc7,8,28.186,5040,5428,85388,98004,87180,3559
10,centralized,smoc8,8,27.732,11344,7152,99588,117736,113180,3568
10,centralized,smoc9,8,28.912,8952,10616,93112,98000,68460,3552
10,centralized,smoc10,8,27.18,5192,7364,62512,86836,58528,3564
10,centralized,smoc11,8,4.405,13972,14804,50836,51396,66412,3547
10,centralized,smoc1,9,24.901,9312,9984,117548,127252,113292,3566
10,centralized,smoc2,9,24.749,6724,6864,86048,98620,61412,3561
10,centralized,smoc3,9,25.206,6812,8244,106108,115388,65504,3550
10,centralized,smoc4,9,24.874,9228,5972,88156,101068,52380,3568
10,centralized,smoc5,9,24.571,12024,7932,80888,90412,60640,3552
10,centralized,smoc6,9,25.324,11140,11056,83084,100032,59676,3563
10,centralized,smoc7,9,25.795,11620,11144,113184,119528,74724,3563
10,centralized,smoc8,9,25.826,6516,11452,84012,105916,68416,3563
10,centralized,smoc9,9,23.185,7428,7324,71092,78760,47716,3551
10,centralized,smoc10,9,25.873,13500,12804,171204,176916,191772,3557
10,centralized,smoc11,9,4.485,4656,136,59988,60004,50156,3559
10,centralized,smoc1,10,23.905,12232,9796,95912,100444,58664,3545
10,centralized,smoc2,10,24.866,13168,11796,104748,114396,68764,3563
10,centralized,smoc3,10,26.506,13412,8576,117024,122860,68104,3550
10,centralized,smoc4,10,24.34,7584,8804,103988,115840,52884,3566
10,centralized,smoc5,10,23.722,6304,6524,121776,128132,71744,3545
10,centralized,smoc6,10,24.888,10872,6600,93164,109136,65196,3565
10,centralized,smoc7,10,25.152,7704,10368,90456,102128,61500,3557
10,centralized,smoc8,10,25.128,7160,7716,98232,106668,55588,3557
10,centralized,smoc9,10,24.279,11376,7864,88768,101164,62604,3567
10,centralized,smoc10,10,25.071,11248,10984,101172,102392,59172,3546
10,centralized,smoc11,10,5.573,3704,5008,39376,31184,51928,3557
10,distributed,smoc1,1,25.424,13500,6920,146204,153296,98580,3551
10,distributed,smoc2,1,25.589,11796,8428,155064,157584,112908,3551
10,distributed,smoc3,1,26.631,12804,11628,120856,128684,81912,3553
10,distributed,smoc4,1,26.451,5268,9712,113032,129504,77760,3564
10,distributed,smoc5,1,24.762,13732,10712,100704,114348,72400,3565
10,distributed,smoc6,1,25.225,13268,8576,100984,108008,61868,3566
10,distributed,smoc7,1,25.939,12992,8624,144116,154304,98480,3551
10,distributed,smoc8,1,26.388,6404,8056,143516,151080,87716,3561
10,distributed,smoc9,1,25.192,9932,12328,143452,147036,92356,3550
10,distributed,smoc10,1,27.628,7404,10404,125900,134016,81944,3568
10,distributed,smoc11,1,5.855,14328,14700,69048,70096,87192,3571
10,distributed,smoc1,2,24.897,12156,7188,118588,120316,106660,3559
10,distributed,smoc2,2,23.26,7488,6152,84600,88200,58724,3543
10,distributed,smoc3,2,25.223,10848,7572,139960,142636,75088,3558
10,distributed,smoc4,2,26.078,8928,12176,103408,112860,101112,3568
10,distributed,smoc5,2,24.32,8380,7084,111660,118640,64044,3551
10,distributed,smoc6,2,25.384,10756,10340,76956,89124,54512,3562
10,distributed,smoc7,2,25.029,13732,8808,104020,113492,62676,3561
10,distributed,smoc8,2,24.089,12112,9100,107280,116612,65052,3547
10,distributed,smoc9,2,25.549,6236,11572,89400,104596,54708,3556
10,distributed,smoc10,2,25.171,6808,7828,94984,100592,62836,3554
10,distributed,smoc11,2,5.724,13064,6444,78604,74572,49908,3553
10,distributed,smoc1,3,29.605,14884,14504,116208,124824,77732,3561
10,distributed,smoc2,3,30.558,15036,16332,106296,117404,64472,3551
10,distributed,smoc3,3,27.788,17284,16564,93428,95032,64512,3553
10,distributed,smoc4,3,27.346,14804,15992,119436,131460,120744,3564
10,distributed,smoc5,3,28.582,17828,17924,117176,118864,76176,3562
10,distributed,smoc6,3,28.076,15592,19364,146232,154252,155376,3565
10,distributed,smoc7,3,26.964,11808,16984,75092,83472,56952,3558
10,distributed,smoc8,3,30.487,17080,17768,121124,126444,85124,3560
10,distributed,smoc9,3,27.686,15576,16964,92740,107500,73968,3563
10,distributed,smoc10,3,27.063,13836,16976,129348,144032,145052,3555
10,distributed,smoc11,3,5.431,13484,9280,75648,76964,96340,3549
10,distributed,smoc1,4,25.239,4076,7388,67752,90276,55344,3564
10,distributed,smoc2,4,26.228,13684,10580,120976,130064,64076,3551
10,distributed,smoc3,4,26.019,12164,11680,93420,105760,59984,3564
10,distributed,smoc4,4,24.212,11724,9508,89308,96912,53804,3552
10,distributed,smoc5,4,26.175,13360,10308,117000,125172,75360,3553
10,distributed,smoc6,4,26.002,7576,9460,104460,110816,65540,3557
10,distributed,smoc7,4,24.919,8692,7820,101020,117340,115920,3555
10,distributed,smoc8,4,25.104,13732,10812,114796,120248,116744,3551
10,distributed,smoc9,4,26.208,10980,9904,105436,108028,99032,3553
10,distributed,smoc10,4,25.505,7660,5788,67884,90356,55856,3560
10,distributed,smoc11,4,4.791,8248,3492,68532,66928,55396,3562
10,distributed,smoc1,5,26.813,12840,8808,80196,92720,53732,3556
10,distributed,smoc2,5,26.514,6192,9016,82064,95764,54460,3565
10,distributed,smoc3,5,26.2,8260,12240,84108,97764,57704,3564
10,distributed,smoc4,5,26.464,8608,9596,106320,119112,102672,3554
10,distributed,smoc5,5,26.52,7820,7908,101168,109076,62464,3566
10,distributed,smoc6,5,26.092,13732,10948,95108,102568,56048,3554
10,distributed,smoc7,5,24.591,12156,7556,155572,163092,149000,3564
10,distributed,smoc8,5,25.698,5148,7596,68532,88124,58420,3563
10,distributed,smoc9,5,25.753,7168,8548,105424,112200,101912,3551
10,distributed,smoc10,5,26.133,2252,8804,102604,116828,63128,3555
10,distributed,smoc11,5,5.534,8212,2376,54232,52568,44256,3569
10,distributed,smoc1,6,26.764,7636,7320,117096,135980,82144,3559
10,distributed,smoc2,6,26.871,8720,8468,90816,98012,56780,3559
10,distributed,smoc3,6,25.944,3796,9816,89384,105460,58072,3564
10,distributed,smoc4,6,24.859,7880,9340,96624,104312,55552,3549
10,distributed,smoc5,6,26.232,4480,8708,88220,99616,53520,3549
10,distributed,smoc6,6,26.1,9744,11776,66460,79436,73152,3569
10,distributed,smoc7,6,26.424,10140,8932,96272,105652,62932,3560
10,distributed,smoc8,6,26.826,8052,7548,96316,102912,53132,3550
10,distributed,smoc9,6,26.112,7208,9780,89684,96796,55352,3559
10,distributed,smoc10,6,28.212,9152,10520,101208,113116,103136,3568
10,distributed,smoc11,6,5.578,6900,2136,57824,54832,102188,3563
10,distributed,smoc1,7,27.508,10556,10832,87932,98756,59392,3552
10,distributed,smoc2,7,26.591,9068,10136,83196,87824,56484,3561
10,distributed,smoc3,7,24.83,10800,9544,83088,97468,59172,3559
10,distributed,smoc4,7,27.151,13076,7784,120368,132196,67784,3566
10,distributed,smoc5,7,25.782,7596,8196,94820,96428,56968,3561
10,distributed,smoc6,7,27.61,8684,10136,110024,117880,62748,3562
10,distributed,smoc7,7,27.642,13684,8816,120904,125832,123924,3565
10,distributed,smoc8,7,27.038,14112,10388,86096,100568,55448,3564
10,distributed,smoc9,7,26.565,11132,10172,164568,165704,167196,3554
10,distributed,smoc10,7,27.105,6356,9784,111360,123352,67256,3558
10,distributed,smoc11,7,5.062,14344,5288,95208,89036,119824,3565
10,distributed,smoc1,8,25.885,6044,7208,95140,108680,66208,3556
10,distributed,smoc2,8,26.252,10880,8344,80708,99452,59020,3558
10,distributed,smoc3,8,25.99,8956,8576,95528,104228,54584,3563
10,distributed,smoc4,8,25.343,13204,12600,95100,104360,65792,3561
10,distributed,smoc5,8,26.678,10736,13268,100304,104732,60784,3560
10,distributed,smoc6,8,25.862,7800,10272,68668,81464,78824,3560
10,distributed,smoc7,8,26.801,7408,8432,115652,127232,119052,3550
10,distributed,smoc8,8,26.364,12240,7540,148496,151712,135176,3551
10,distributed,smoc9,8,27.122,9128,8516,94648,104328,56568,3563
10,distributed,smoc10,8,26.505,13168,10584,83900,89612,57160,3559
10,distributed,smoc11,8,5.543,11112,6300,71372,71608,102032,3567
10,distributed,smoc1,9,27.503,4460,6108,102020,111372,92932,3565
10,distributed,smoc2,9,25.138,9132,11424,128680,130020,117328,3557
10,distributed,smoc3,9,25.65,13016,9136,103588,111628,97956,3563
10,distributed,smoc4,9,25.259,9164,9788,126960,129456,74176,3551
10,distributed,smoc5,9,25.764,6708,7548,108240,119268,109700,3551
10,distributed,smoc6,9,26.989,2444,8544,80852,96876,53948,3562
10,distributed,smoc7,9,26.027,13480,10880,97928,97324,57100,3552
10,distributed,smoc8,9,25.619,13500,12804,116228,125792,60916,3556
10,distributed,smoc9,9,25.483,10596,10444,119676,127216,106836,3549
10,distributed,smoc10,9,26.408,13564,8856,81876,89436,48972,3562
10,distributed,smoc11,9,5.591,8896,2488,85088,88972,92092,3562
10,distributed,smoc1,10,25.464,7156,9324,88272,91336,58280,3550
10,distributed,smoc2,10,26.463,12676,5892,108552,115968,57212,3552
10,distributed,smoc3,10,25.498,1344,9192,96320,117592,58356,3565
10,distributed,smoc4,10,25.742,10984,11548,151836,153856,91092,3563
10,distributed,smoc5,10,25.615,7316,9564,124936,133188,70556,3563
10,distributed,smoc6,10,26.136,6956,9572,79952,91068,55756,3565
10,distributed,smoc7,10,25.586,11484,9124,112872,116000,62856,3552
10,distributed,smoc8,10,25.695,12428,11012,88704,109284,51148,3566
10,distributed,smoc9,10,25.486,9904,9560,109680,117992,60728,3552
10,distributed,smoc10,10,26.702,11840,7288,121224,134684,110008,3564
10,distributed,smoc11,10,5.241,19712,19784,96140,99448,120876,3560
10,mirrored,smoc1,1,27.825,5064,5660,91856,103884,69700,3561
10,mirrored,smoc2,1,30.421,6864,5648,171384,177368,132184,3554
10,mirrored,smoc3,1,28.11,9044,9904,112744,126396,85100,3564
10,mirrored,smoc4,1,30.672,11220,10752,142664,152752,108604,3558
10,mirrored,smoc5,1,31.045,13684,13204,91832,104680,72756,3566
10,mirrored,smoc6,1,28.867,7724,11776,106488,113912,70208,3564
10,mirrored,smoc7,1,28.105,5724,6488,112624,128024,86520,3569
10,mirrored,smoc8,1,29.492,13396,8820,87888,101448,63136,3568
10,mirrored,smoc9,1,28.773,3532,10600,107192,127220,125672,3565
10,mirrored,smoc10,1,29.546,11464,10228,106912,116104,68904,3557
10,mirrored,smoc11,1,5.457,18096,10112,94140,90816,86192,3557
10,mirrored,smoc1,2,23.322,8944,11016,106352,117676,66236,3568
10,mirrored,smoc2,2,24.842,8776,9392,124012,131600,75844,3552
10,mirrored,smoc3,2,26.133,11200,12008,118560,122668,68308,3560
10,mirrored,smoc4,2,24.262,8624,7112,98256,107600,63544,3560
10,mirrored,smoc5,2,24.946,3084,9840,82660,99408,54312,3559
10,mirrored,smoc6,2,24.378,7208,9116,139488,146444,78464,3552
10,mirrored,smoc7,2,25.63,11560,12240,98024,100144,96384,3556
10,mirrored,smoc8,2,24.011,13344,8392,134332,147628,132876,3568
10,mirrored,smoc9,2,25.119,4216,9348,92232,107472,60256,3560
10,mirrored,smoc10,2,24.791,14748,11740,114036,118492,66844,3544
10,mirrored,smoc11,2,4.715,8256,2084,64540,59128,90580,3572
10,mirrored,smoc1,3,26.724,12612,9556,119164,129480,106872,3564
10,mirrored,smoc2,3,26.603,13292,8980,89384,98980,51524,3563
10,mirrored,smoc3,3,27.331,9924,7180,80232,95980,58236,3556
10,mirrored,smoc4,3,25.996,10052,6920,81440,94756,58820,3555
10,mirrored,smoc5,3,26.832,6460,7316,93052,106484,53460,3567
10,mirrored,smoc6,3,26.029,7060,10504,95120,109716,56152,3567
10,mirrored,smoc7,3,26.406,9048,10900,171876,176664,164744,3563
10,mirrored,smoc8,3,26.036,6556,11544,102384,107920,100876,3560
10,mirrored,smoc9,3,25.981,8956,9776,108276,114632,63280,3562
10,mirrored,smoc10,3,27.366,10168,8624,109460,119520,70668,3567
10,mirrored,smoc11,3,5.026,6764,3968,74092,73936,109664,3565
10,mirrored,smoc1,4,23.25,11564,10012,90216,95500,58660,3547
10,mirrored,smoc2,4,25.352,8992,10492,156696,165240,171900,3564
10,mirrored,smoc3,4,25.956,8208,9628,136472,145276,75124,3564
10,mirrored,smoc4,4,25.31,8824,9616,106248,112824,54220,3551
10,mirrored,smoc5,4,25.979,13452,10408,134276,142896,135000,3555
10,mirrored,smoc6,4,25.742,6352,5892,116576,126580,63212,3565
10,mirrored,smoc7,4,24.137,13684,11024,99372,114896,63920,3565
10,mirrored,smoc8,4,24.635,8992,13260,109340,115152,70444,3549
10,mirrored,smoc9,4,25.694,8576,10368,102756,111452,64296,3559
10,mirrored,smoc10,4,25.325,5828,9784,105476,126124,115248,3560
10,mirrored,smoc11,4,5.511,6360,1568,82180,80180,126724,3565
10,mirrored,smoc1,5,25.514,13140,10848,77324,86244,52764,3553
10,mirrored,smoc2,5,25.662,8696,7596,89728,100396,60492,3553
10,mirrored,smoc3,5,25.351,3732,6192,114112,122000,65748,3565
10,mirrored,smoc4,5,26.522,11568,9564,81036,95368,53720,3559
10,mirrored,smoc5,5,24.868,11408,12804,160364,175472,192548,3556
10,mirrored,smoc6,5,25.054,10880,9300,85712,97800,57020,3557
10,mirrored,smoc7,5,25.891,2736,8352,110620,128356,59568,3565
10,mirrored,smoc8,5,25.065,13012,12972,97880,112012,64508,3562
10,mirrored,smoc9,5,25.105,10212,6736,110520,115668,66240,3545
10,mirrored,smoc10,5,24.975,8440,9944,135096,140164,86260,3552
10,mirrored,smoc11,5,4.850,17968,10752,89220,90020,76008,3564
10,mirrored,smoc1,6,25.337,7956,12876,93948,105592,88288,3563
10,mirrored,smoc2,6,25.479,7204,9804,63200,80924,48116,3561
10,mirrored,smoc3,6,25.767,9904,9552,148884,152520,137668,3556
10,mirrored,smoc4,6,24.38,12924,12784,133248,147948,78736,3569
10,mirrored,smoc5,6,25.264,8880,10600,85080,96096,55124,3565
10,mirrored,smoc6,6,25.009,9112,8416,119076,132156,70344,3560
10,mirrored,smoc7,6,24.898,14752,13080,93100,96792,59112,3545
10,mirrored,smoc8,6,25.017,5716,9608,96012,110472,64760,3563
10,mirrored,smoc9,6,24.856,8892,12240,98280,105652,61816,3551
10,mirrored,smoc10,6,25.939,9112,9776,90724,96440,58276,3552
10,mirrored,smoc11,6,4.904,9388,4844,70388,55836,46156,3565
10,mirrored,smoc1,7,26.183,3852,9916,96564,114896,107752,3565
10,mirrored,smoc2,7,24.611,8536,9792,114732,126976,71812,3565
10,mirrored,smoc3,7,24.545,8560,9576,120804,126168,109868,3552
10,mirrored,smoc4,7,25.936,9040,7596,118148,124720,69260,3561
10,mirrored,smoc5,7,25.528,21504,14932,104620,109228,114008,3568
10,mirrored,smoc6,7,25.957,10508,9808,104484,115080,111280,3556
10,mirrored,smoc7,7,26.581,5532,7316,98796,114264,106440,3563
10,mirrored,smoc8,7,25.222,996,9600,77456,94736,54512,3559
10,mirrored,smoc9,7,26.003,13712,10732,97008,105052,54768,3562
10,mirrored,smoc10,7,26.185,1244,5940,87500,103344,51472,3564
10,mirrored,smoc11,7,5.313,11916,3464,75040,72248,101412,3562
10,mirrored,smoc1,8,25.972,10236,6256,124600,131256,76660,3565
10,mirrored,smoc2,8,26.063,11528,6900,85500,97488,54416,3566
10,mirrored,smoc3,8,26.474,7404,5712,91824,102104,86468,3565
10,mirrored,smoc4,8,25.519,13556,10868,159312,161608,162108,3547
10,mirrored,smoc5,8,26.503,12180,10812,108420,114152,57160,3563
10,mirrored,smoc6,8,26.311,6260,6908,94608,102580,53656,3561
10,mirrored,smoc7,8,24.429,9064,9716,108404,115360,76136,3558
10,mirrored,smoc8,8,25.396,1500,7344,75956,90612,51412,3563
10,mirrored,smoc9,8,26.989,5180,10008,160060,165180,150068,3550
10,mirrored,smoc10,8,26.9,8352,9036,91232,98156,55568,3548
10,mirrored,smoc11,8,6.219,12296,7948,65716,69332,96748,3563
10,mirrored,smoc1,9,25.331,7528,10064,163872,171880,174348,3564
10,mirrored,smoc2,9,26.241,12388,10172,102504,111344,64812,3567
10,mirrored,smoc3,9,25.784,9100,11984,107688,111360,49748,3565
10,mirrored,smoc4,9,26.109,4736,10284,105016,122496,61996,3563
10,mirrored,smoc5,9,25.473,9564,12176,100584,110764,101340,3556
10,mirrored,smoc6,9,25.703,5664,9852,127356,136556,82528,3565
10,mirrored,smoc7,9,26.592,13732,12600,88968,93748,53228,3555
10,mirrored,smoc8,9,24.957,12664,10068,93548,98416,53596,3556
10,mirrored,smoc9,9,25.687,12048,7152,95236,97808,54628,3564
10,mirrored,smoc10,9,25.599,11064,10272,93484,97744,58916,3560
10,mirrored,smoc11,9,5.245,16176,17012,85424,79932,80380,3563
10,mirrored,smoc1,10,25.481,12612,10876,158724,168116,173536,3566
10,mirrored,smoc2,10,25.836,13364,8580,135532,144376,142912,3553
10,mirrored,smoc3,10,24.745,13176,10260,117440,131956,119444,3566
10,mirrored,smoc4,10,25.272,8788,10712,89304,96448,88236,3564
10,mirrored,smoc5,10,25.603,7388,7548,112832,124656,63796,3561
10,mirrored,smoc6,10,24.422,8176,8704,136412,141200,139524,3551
10,mirrored,smoc7,10,24.649,13664,8912,124312,131192,74884,3552
10,mirrored,smoc8,10,26.128,13180,8360,107616,113208,58392,3565
10,mirrored,smoc9,10,25.436,9112,10520,76676,89704,49836,3566
10,mirrored,smoc10,10,25.535,844,9804,109456,130292,69828,3564
10,mirrored,smoc11,10,5.234,15928,10256,71580,62256,60844,3572
10,conventional,smoc1,1,27.254,10068,6948,121272,126192,74828,3548
10,conventional,smoc2,1,29.36,13268,8836,178900,184112,127232,3554
10,conventional,smoc3,1,27.295,7152,9780,121544,138120,89072,3562
10,conventional,smoc4,1,27.644,9528,5892,129052,145396,83848,3567
10,conventional,smoc5,1,27.221,13684,13204,125620,131172,84252,3553
10,conventional,smoc6,1,26.058,5736,6992,117656,129672,79652,3561
10,conventional,smoc7,1,27.49,8928,9144,107140,108964,67084,3553
10,conventional,smoc8,1,27.632,13488,10832,127428,134272,79332,3554
10,conventional,smoc9,1,28.351,6964,10272,150536,159436,105060,3554
10,conventional,smoc10,1,28.065,8880,12176,128168,134496,72912,3566
10,conventional,smoc11,1,5.443,3156,504,87036,87260,81808,3556
10,conventional,smoc1,2,25.389,7132,7548,123104,130700,116412,3558
10,conventional,smoc2,2,24.647,5516,9792,157680,163456,163256,3560
10,conventional,smoc3,2,24.657,3996,10320,80400,95108,53528,3560
10,conventional,smoc4,2,25.602,7504,9460,116836,129468,71840,3553
10,conventional,smoc5,2,24.217,8140,9904,100428,111784,63880,3569
10,conventional,smoc6,2,24.869,10748,9464,128152,139712,133372,3562
10,conventional,smoc7,2,25.527,8836,8480,93988,99256,60252,3551
10,conventional,smoc8,2,25.939,13916,13244,160648,163844,159452,3549
10,conventional,smoc9,2,25.501,5216,9436,112688,121520,68860,3555
10,conventional,smoc10,2,25.378,17428,15372,101396,110424,58444,3555
10,conventional,smoc11,2,5.213,3940,3576,65456,60884,58508,3561
10,conventional,smoc1,3,23.634,13732,13036,84464,105208,59320,3567
10,conventional,smoc2,3,25.222,6840,10288,95440,107452,61732,3558
10,conventional,smoc3,3,24.983,4516,7908,77908,90404,46512,3564
10,conventional,smoc4,3,24.565,13632,9068,117324,129072,113268,3558
10,conventional,smoc5,3,24.763,500,9876,78572,98436,62620,3565
10,conventional,smoc6,3,24.478,13732,8844,88788,113232,59096,3558
10,conventional,smoc7,3,24.14,13248,12784,120476,136648,83920,3558
10,conventional,smoc8,3,24.513,2948,8624,68220,91908,54848,3562
10,conventional,smoc9,3,24.455,8904,10368,97528,106260,61200,3565
10,conventional,smoc10,3,24.28,7144,7364,104056,114060,64304,3556
10,conventional,smoc11,3,5.370,9448,6320,41996,39460,66284,3562
10,conventional,smoc1,4,24.659,6720,5656,85616,94228,50888,3557
10,conventional,smoc2,4,24.788,4812,9500,102468,113176,63960,3562
10,conventional,smoc3,4,25.037,6916,9784,91280,96572,82404,3563
10,conventional,smoc4,4,24.633,12868,11132,85868,93128,57208,3550
10,conventional,smoc5,4,24.53,3216,7372,84432,98680,87064,3563
10,conventional,smoc6,4,25.844,9140,9172,70868,80856,45504,3565
10,conventional,smoc7,4,25.713,9544,7548,104252,113468,57956,3565
10,conventional,smoc8,4,24.281,10324,9520,95256,108296,58280,3563
10,conventional,smoc9,4,25.336,10092,11540,87276,102040,53744,3566
10,conventional,smoc10,4,25.265,13268,10292,156912,167120,171148,3565
10,conventional,smoc11,4,4.830,9628,6292,53328,54904,64384,3545
10,conventional,smoc1,5,24.831,12668,13036,108332,120152,63636,3558
10,conventional,smoc2,5,25.959,9800,10752,110500,116020,65068,3555
10,conventional,smoc3,5,24.951,7584,10804,134404,145472,140608,3561
10,conventional,smoc4,5,24.367,13572,10476,113540,123696,72380,3550
10,conventional,smoc5,5,23.51,12156,10732,131208,142520,67552,3552
10,conventional,smoc6,5,25.093,9940,11012,126424,131080,71152,3552
10,conventional,smoc7,5,23.843,8068,10048,103600,113948,66780,3549
10,conventional,smoc8,5,24.778,10100,8936,114208,114620,67944,3552
10,conventional,smoc9,5,24.77,9004,10048,113376,124008,71120,3565
10,conventional,smoc10,5,23.605,15236,11676,92588,92048,55356,3550
10,conventional,smoc11,5,5.096,5052,1180,40528,39224,67188,3558
10,conventional,smoc1,6,25.626,7204,9544,82304,90972,56664,3557
10,conventional,smoc2,6,27.195,10236,8624,157152,164840,150604,3561
10,conventional,smoc3,6,26.02,13500,8576,90880,97068,54104,3562
10,conventional,smoc4,6,25.713,8080,7168,92904,109512,57956,3559
10,conventional,smoc5,6,25.173,10512,8404,106848,126376,123852,3563
10,conventional,smoc6,6,26.643,8760,10188,177488,189288,185164,3564
10,conventional,smoc7,6,25.924,11692,10860,95504,102080,48524,3564
10,conventional,smoc8,6,26.672,2104,9228,75788,92220,49312,3560
10,conventional,smoc9,6,25.812,7440,7316,107172,116460,98572,3559
10,conventional,smoc10,6,26.53,7732,6852,104476,110496,98620,3546
10,conventional,smoc11,6,5.697,7152,1800,44328,36768,56408,3566
10,conventional,smoc1,7,25.818,13684,12012,129692,133852,67972,3558
10,conventional,smoc2,7,25.715,8856,9792,121504,128368,68356,3550
10,conventional,smoc3,7,24.023,13016,8936,84124,105004,51312,3559
10,conventional,smoc4,7,25.243,11296,11480,83976,94216,52464,3556
10,conventional,smoc5,7,24.98,9656,11776,105836,108972,58004,3559
10,conventional,smoc6,7,25.482,8568,13036,117100,125072,61228,3547
10,conventional,smoc7,7,25.571,13268,11324,91712,98436,55984,3549
10,conventional,smoc8,7,26.592,13688,8808,115680,117072,62136,3555
10,conventional,smoc9,7,25.172,9088,9144,123872,134056,123788,3561
10,conventional,smoc10,7,26.176,10008,8464,132128,139400,118976,3560
